traffic_flow,share,speed,GRU_attention_traffic_flow_pred,GRU_attention_share_pred,GRU_attention_speed_pred
273.0,0.0362,67.4,334.2965087890625,0.04951789602637291,65.54888153076172
295.0,0.0389,68.1,308.3392639160156,0.044215016067028046,66.12312316894531
273.0,0.0355,68.6,301.2893371582031,0.042364757508039474,66.57242584228516
326.0,0.0437,68.5,289.02301025390625,0.03984677419066429,66.94180297851562
295.0,0.0385,69.0,306.54388427734375,0.042223528027534485,67.21485900878906
375.0,0.0497,68.8,302.36077880859375,0.04100733622908592,67.5018081665039
247.0,0.0322,69.0,337.5469970703125,0.04599178209900856,67.67953491210938
335.0,0.0443,68.6,304.90081787109375,0.04039648920297623,67.93260192871094
390.0,0.0507,68.8,320.05126953125,0.04284200817346573,67.94032287597656
364.0,0.048,68.9,353.1101379394531,0.04767883941531181,67.94822692871094
340.0,0.0434,69.4,359.67584228515625,0.04831394925713539,68.024169921875
296.0,0.06040000000000001,64.3,351.59417724609375,0.0465691052377224,68.24695587158203
389.0,0.052000000000000005,65.8,355.10137939453125,0.05043822526931763,66.75239562988281
264.0,0.0346,67.5,364.38262939453125,0.052287109196186066,66.46588134765625
294.0,0.0395,67.8,326.9124755859375,0.045178014785051346,67.01634979248047
304.0,0.0398,68.3,313.32196044921875,0.04280319809913635,67.22406768798828
316.0,0.0417,68.7,309.0968933105469,0.041929375380277634,67.42324829101562
342.0,0.0452,68.6,312.9625549316406,0.04225245490670204,67.62614440917969
328.0,0.0433,68.5,327.2568359375,0.04425191134214401,67.73837280273438
360.0,0.0478,68.7,329.07684326171875,0.04432101175189018,67.81626892089844
301.0,0.0396,68.9,344.16937255859375,0.04641958698630333,67.87686157226562
296.0,0.038,68.9,328.21209716796875,0.043574441224336624,68.06063842773438
373.0,0.0488,69.1,315.0562744140625,0.04148928076028824,68.14395904541016
347.0,0.0468,68.1,342.78240966796875,0.04565424099564552,68.17802429199219
271.0,0.0357,68.7,348.25885009765625,0.04670291766524315,68.01172637939453
338.0,0.0447,68.7,320.10687255859375,0.042049724608659744,68.19402313232422
256.0,0.0337,69.0,329.670654296875,0.0436822772026062,68.16677856445312
333.0,0.045,67.7,303.2062683105469,0.0394328273832798,68.29981994628906
396.0,0.0761,63.6,319.6811828613281,0.04268117994070053,68.01614379882812
363.0,0.0485,65.4,385.9308166503906,0.057408761233091354,65.79549407958984
393.0,0.0664,62.7,374.9809265136719,0.054454829543828964,66.1456298828125
288.0,0.0399,63.6,394.2442626953125,0.061270393431186676,64.56671905517578
218.0,0.0527,58.9,355.6728515625,0.0537426620721817,65.02293395996094
278.0,0.0377,63.9,329.8365478515625,0.054508984088897705,63.14075469970703
283.0,0.037000000000000005,66.4,299.09027099609375,0.04749113693833351,63.97184371948242
373.0,0.0504,66.6,285.8505554199219,0.04355143755674362,64.83554077148438
351.0,0.0458,67.7,322.7663269042969,0.048632413148880005,65.32829284667969
372.0,0.0499,67.8,333.22857666015625,0.048648376017808914,66.00843048095703
372.0,0.0496,67.4,349.41729736328125,0.05025020241737366,66.40380096435547
169.0,0.0228,68.0,357.7415771484375,0.05113600566983223,66.551025390625
337.0,0.0486,65.9,301.4254150390625,0.04087318852543831,67.096435546875
364.0,0.0493,66.1,322.20770263671875,0.04542667046189308,66.71673583984375
391.0,0.0526,67.1,341.98992919921875,0.04911370575428009,66.45390319824219
335.0,0.0472,65.4,362.87255859375,0.052147433161735535,66.49412536621094
348.0,0.0464,67.1,353.9448547363281,0.05136140063405037,66.1701431274414
393.0,0.0532,66.8,348.741455078125,0.049899887293577194,66.44507598876953
296.0,0.0386,67.1,366.02630615234375,0.05279281735420227,66.3635482788086
340.0,0.0447,67.9,338.0946350097656,0.04753269627690315,66.71113586425781
370.0,0.0487,68.2,336.98126220703125,0.046944908797740936,66.96037292480469
411.0,0.0539,67.9,350.1294860839844,0.048669349402189255,67.13668060302734
342.0,0.045,68.2,374.2863464355469,0.052495330572128296,67.06654357910156
393.0,0.0553,66.3,361.4327392578125,0.049765996634960175,67.35298156738281
342.0,0.0452,67.5,376.5285949707031,0.05349290370941162,66.7343521118164
271.0,0.0357,67.9,361.47674560546875,0.050428763031959534,67.01371002197266
330.0,0.0448,67.0,327.7204895019531,0.04440095275640488,67.354736328125
269.0,0.0353,67.5,329.001953125,0.045254237949848175,67.16399383544922
337.0,0.0439,68.1,304.96270751953125,0.04136471450328827,67.25093078613281
343.0,0.0446,69.0,318.1408996582031,0.04342375695705414,67.368896484375
282.0,0.0365,69.1,329.4123840332031,0.04460201784968376,67.65472412109375
361.0,0.0477,68.7,311.4219665527344,0.04132240265607834,67.89747619628906
206.0,0.0275,68.8,335.17828369140625,0.04505094513297081,67.9093017578125
362.0,0.0472,68.7,292.3475341796875,0.037914033979177475,68.13317108154297
234.0,0.031,68.6,326.6053466796875,0.043475113809108734,68.1324234008789
293.0,0.0386,68.3,294.91986083984375,0.038371358066797256,68.22673034667969
329.0,0.0424,68.9,296.1900634765625,0.039006080478429794,68.12205505371094
315.0,0.0406,69.4,312.3632507324219,0.041511427611112595,68.16292572021484
352.0,0.0471,68.0,315.6192932128906,0.04169358313083649,68.3042984008789
375.0,0.0509,67.9,335.4712219238281,0.0451587475836277,68.0377197265625
256.0,0.0337,69.2,356.6201477050781,0.0486006885766983,67.80147552490234
327.0,0.0427,69.0,321.7743835449219,0.04238441213965416,68.2286605834961
320.0,0.0426,69.3,325.96331787109375,0.04306161031126976,68.2732925415039
322.0,0.0451,67.8,326.9935607910156,0.043073736131191254,68.36089324951172
295.0,0.0407,67.3,330.3484802246094,0.04417989030480385,68.07066345214844
356.0,0.0479,67.7,318.6644592285156,0.042889554053545,67.8351058959961
248.0,0.0323,68.3,337.39794921875,0.04600198566913605,67.68260192871094
402.0,0.0525,69.3,304.6173400878906,0.040500741451978683,67.91040802001953
408.0,0.0542,69.1,352.50286865234375,0.04729224741458893,68.11619567871094
260.0,0.0355,69.0,380.2509765625,0.05113510414958,68.10395812988281
245.0,0.033,68.6,343.3420715332031,0.04471795633435249,68.50547790527344
317.0,0.0436,67.7,310.59747314453125,0.03984885662794113,68.54222869873047
306.0,0.0412,68.3,318.3369445800781,0.04200218990445137,68.20457458496094
290.0,0.0399,67.6,317.37030029296875,0.04205198585987091,68.14244842529297
314.0,0.044000000000000004,67.6,310.00750732421875,0.041371770203113556,67.95462799072266
281.0,0.0377,67.0,316.4652404785156,0.04274919256567955,67.78338623046875
268.0,0.0387,66.9,303.2401123046875,0.04110794514417648,67.59963989257812
261.0,0.036000000000000004,67.4,291.7014465332031,0.039794594049453735,67.4120864868164
280.0,0.0402,66.4,280.0771789550781,0.038124147802591324,67.39706420898438
338.0,0.0477,66.5,282.4620056152344,0.039170168340206146,67.13203430175781
320.0,0.0449,66.2,311.62689208984375,0.04404724761843681,66.9336929321289
267.0,0.0387,66.1,318.6408386230469,0.045293617993593216,66.75648498535156
301.0,0.0422,66.6,299.5085754394531,0.04245232045650482,66.66706085205078
267.0,0.0372,66.8,300.50860595703125,0.04267456382513046,66.65967559814453
276.0,0.0375,67.0,286.519775390625,0.04042505472898483,66.70926666259766
274.0,0.0365,68.5,281.0019226074219,0.03954789415001869,66.76786041259766
257.0,0.0345,68.4,277.5928649902344,0.03845050185918808,67.09876251220703
259.0,0.0352,68.3,269.3169860839844,0.03689567744731903,67.2874755859375
274.0,0.0375,67.8,265.7171936035156,0.03626555949449539,67.39790344238281
229.0,0.0315,67.5,270.20330810546875,0.03710615262389183,67.39502716064453
261.0,0.0355,67.5,253.6509246826172,0.034640710800886154,67.3503189086914
268.0,0.0367,67.8,256.4849548339844,0.03530581668019295,67.3191909790039
240.0,0.0564,61.9,261.9023742675781,0.036174822598695755,67.35367584228516
237.0,0.0324,65.1,277.8621520996094,0.04255495220422745,65.61817169189453
237.0,0.0334,66.1,256.9785461425781,0.03868184983730316,65.72057342529297
230.0,0.0342,65.1,245.7055206298828,0.036414891481399536,65.9132080078125
222.0,0.0299,66.2,237.51303100585938,0.03536299988627434,65.80711364746094
223.0,0.0303,66.2,227.3461151123047,0.033446941524744034,65.96387481689453
212.0,0.028700000000000003,68.3,222.02264404296875,0.032499413937330246,66.0632095336914
235.0,0.0316,67.6,216.6103973388672,0.03102368861436844,66.4383773803711
230.0,0.030700000000000005,68.2,222.11102294921875,0.031755831092596054,66.62397766113281
226.0,0.0303,68.3,223.75204467773438,0.03172929212450981,66.84371185302734
225.0,0.055,60.5,223.33982849121094,0.03145445138216019,67.01563262939453
211.0,0.0277,64.9,247.6851806640625,0.03966803103685379,65.141845703125
225.0,0.0294,67.1,227.06617736816406,0.035570334643125534,65.30596923828125
238.0,0.0328,67.4,221.13714599609375,0.033605992794036865,65.74263763427734
199.0,0.0276,67.1,225.42417907714844,0.033732131123542786,66.05217742919922
171.0,0.0234,68.0,212.59303283691406,0.0313558466732502,66.21333312988281
234.0,0.0315,67.2,195.77215576171875,0.028243284672498703,66.44918823242188
216.0,0.0296,67.7,209.05532836914062,0.03046848066151142,66.55943298339844
192.0,0.026299999999999997,68.0,210.30178833007812,0.030532551929354668,66.68871307373047
196.0,0.026299999999999997,66.7,201.86509704589844,0.028993265703320503,66.81713104248047
194.0,0.027000000000000003,67.4,196.38246154785156,0.02830079197883606,66.7659912109375
203.0,0.0274,67.0,193.6623992919922,0.027879586443305016,66.8193588256836
186.0,0.025,68.3,194.56483459472656,0.02814297191798687,66.82174682617188
165.0,0.0215,68.5,190.03927612304688,0.027199208736419678,66.97953033447266
193.0,0.0257,68.4,179.8753662109375,0.02535533718764782,67.12369537353516
184.0,0.0247,68.2,184.03448486328125,0.02597855031490326,67.25753021240234
164.0,0.0212,69.1,183.00990295410156,0.025798935443162918,67.33354949951172
182.0,0.0234,68.1,176.18711853027344,0.02452099323272705,67.47796630859375
189.0,0.0249,68.8,176.8119354248047,0.024677947163581848,67.52545166015625
163.0,0.0214,68.6,181.13182067871094,0.025323966518044472,67.64196014404297
179.0,0.024500000000000004,68.6,174.0411834716797,0.024149907752871513,67.69116973876953
155.0,0.0201,67.9,176.10003662109375,0.024509316310286522,67.75540924072266
139.0,0.018,68.5,167.04132080078125,0.02312050573527813,67.7303466796875
151.0,0.0199,68.9,157.2755126953125,0.02151189185678959,67.76915740966797
127.0,0.018,67.3,156.11199951171875,0.021278081461787224,67.86663055419922
165.0,0.0214,68.9,145.04638671875,0.01963166333734989,67.79304504394531
193.0,0.024400000000000005,69.1,153.11668395996094,0.020898278802633286,67.9389419555664
160.0,0.026000000000000002,64.9,168.27728271484375,0.023287689313292503,68.10762786865234
136.0,0.0176,66.4,163.03993225097656,0.02327636070549488,67.68123626708984
125.0,0.0165,68.5,149.822998046875,0.02133302204310894,67.53118133544922
123.0,0.0162,68.2,141.8828582763672,0.01992986723780632,67.60005187988281
114.0,0.0139,67.3,135.67298889160156,0.018860800191760063,67.6479721069336
111.0,0.0139,69.3,126.65330505371094,0.017418837174773216,67.62464141845703
88.0,0.011099999999999999,68.7,124.13150024414062,0.01688600517809391,67.7515640258789
83.00000000000003,0.010000000000000005,67.9,114.32307434082031,0.015258734114468098,67.77851867675781
103.0,0.012900000000000002,69.2,104.60504150390625,0.013674723915755749,67.7685546875
118.99999999999999,0.024400000000000005,60.8,106.77545166015625,0.013934015296399593,67.9057846069336
76.0,0.009500000000000001,65.7,106.28984069824219,0.015091328881680965,67.33940887451172
93.0,0.011499999999999996,65.5,92.57637023925781,0.013040495105087757,67.19780731201172
88.0,0.0104,67.4,88.18818664550781,0.012429102323949337,67.13007354736328
80.0,0.009500000000000001,66.3,86.791748046875,0.012174242176115513,67.17948913574219
70.0,0.0316,67.1,81.31771850585938,0.011340823955833912,67.1440658569336
66.0,0.008599999999999997,67.3,83.12681579589844,0.011945701204240322,67.0936050415039
58.99999999999997,0.0075,68.1,75.64608764648438,0.010773974470794201,67.07008361816406
66.0,0.008300000000000002,66.5,70.91024780273438,0.009979539550840855,67.09888458251953
82.0,0.010000000000000005,67.9,66.43763732910156,0.009243735112249851,67.0865478515625
51.0,0.006499999999999999,68.9,70.22549438476562,0.009783458895981312,67.19310760498047
49.0,0.0059000000000000025,68.2,66.80430603027344,0.009260573424398899,67.22846984863281
61.0,0.007199999999999998,67.1,62.39002990722656,0.008556230925023556,67.23802185058594
61.0,0.007400000000000004,66.8,60.08518981933594,0.008166114799678326,67.2489013671875
51.0,0.006400000000000003,67.2,58.034149169921875,0.007853060029447079,67.24882507324219
41.0,0.0049999999999999975,68.9,54.97135925292969,0.0074094305746257305,67.23893737792969
51.0,0.006499999999999999,68.3,53.7845458984375,0.0072605605237185955,67.27639770507812
41.0,0.004900000000000002,66.3,53.9176025390625,0.007261678110808134,67.32550048828125
32.00000000000003,0.0040000000000000036,68.1,47.93458557128906,0.00635514734312892,67.25880432128906
33.0,0.003799999999999998,66.9,45.291961669921875,0.005978803616017103,67.2568130493164
47.0,0.006499999999999999,67.8,41.3226318359375,0.005355678033083677,67.22723388671875
43.0,0.005600000000000001,68.5,43.1976318359375,0.005622777622193098,67.28104400634766
36.0,0.004700000000000003,67.3,44.73680114746094,0.005860957782715559,67.33745574951172
37.0,0.004299999999999998,66.9,42.188690185546875,0.005467816721647978,67.3222885131836
47.0,0.005999999999999998,67.5,39.97428894042969,0.005115735810250044,67.3069076538086
56.00000000000003,0.0063,67.1,41.68603515625,0.0053657772950828075,67.34957122802734
29.0,0.003599999999999999,67.9,44.114044189453125,0.0057351733557879925,67.39665222167969
31.0,0.004200000000000002,67.8,41.76762390136719,0.0054213847033679485,67.37830352783203
41.0,0.004900000000000002,66.7,40.5330810546875,0.005227554123848677,67.37947845458984
27.0,0.0034000000000000002,67.9,39.814605712890625,0.005081928800791502,67.37865447998047
31.0,0.0040000000000000036,68.6,38.65882873535156,0.004899739753454924,67.38011932373047
25.0,0.0032000000000000015,67.1,39.90447998046875,0.005071389954537153,67.42398834228516
41.0,0.005199999999999996,68.6,37.07765197753906,0.004555973690003157,67.40345764160156
43.0,0.0051,67.6,40.76707458496094,0.0050908285193145275,67.48177337646484
21.99999999999997,0.002799999999999997,67.6,42.16056823730469,0.0052522714249789715,67.52154541015625
29.0,0.003599999999999999,67.1,39.33427429199219,0.004754293244332075,67.4996337890625
24.0,0.002899999999999993,67.2,38.04393005371094,0.004451311659067869,67.50028228759766
34.00000000000003,0.0039000000000000007,67.5,36.4814453125,0.0040952409617602825,67.49954223632812
33.0,0.0040000000000000036,66.4,37.74775695800781,0.004210330080240965,67.53587341308594
44.00000000000003,0.0051,67.0,36.936798095703125,0.003968931268900633,67.53668212890625
36.0,0.004799999999999992,68.4,39.44317626953125,0.004330705385655165,67.57595825195312
32.00000000000003,0.003799999999999998,68.5,42.15814208984375,0.0047590541653335094,67.62879943847656
47.0,0.005400000000000002,67.3,43.59547424316406,0.004950917791575193,67.67171478271484
38.00000000000003,0.004799999999999992,68.0,45.67576599121094,0.005234710406512022,67.71312713623047
49.0,0.005699999999999997,67.8,46.82270812988281,0.005388851743191481,67.74458312988281
41.0,0.004799999999999992,68.8,49.631378173828125,0.005825358908623457,67.7971420288086
60.0,0.007300000000000001,69.3,51.989990234375,0.006206366699188948,67.8520278930664
55.0,0.007100000000000002,69.3,58.60984802246094,0.007279589306563139,67.98021697998047
50.0,0.0212,60.1,62.65229797363281,0.007933585904538631,68.06951904296875
82.0,0.009600000000000001,62.6,58.41999816894531,0.007883033715188503,67.7404556274414
56.00000000000003,0.0068000000000000005,64.8,60.50773620605469,0.008599142543971539,67.62635040283203
80.0,0.009800000000000003,68.3,58.29707336425781,0.008477951399981976,67.5197982788086
88.0,0.0171,64.9,67.50363159179688,0.010092352516949177,67.64763641357422
85.99999999999997,0.0104,68.3,73.01609802246094,0.011312064714729786,67.60614013671875
70.0,0.008300000000000002,67.1,79.48849487304688,0.012464798055589199,67.6928482055664
105.00000000000003,0.012799999999999999,68.6,78.20901489257812,0.012476281262934208,67.62271118164062
99.0,0.0125,69.2,88.81184387207031,0.01411470863968134,67.793212890625
122.00000000000001,0.015200000000000002,69.4,95.77919006347656,0.015205162577331066,67.91162872314453
144.0,0.0186,69.3,107.19557189941406,0.01685113087296486,68.11595153808594
158.0,0.0205,69.5,121.75225067138672,0.018900757655501366,68.35828399658203
158.0,0.0195,69.7,136.81417846679688,0.020987175405025482,68.58930206298828
208.0,0.028700000000000003,68.0,147.14125061035156,0.02243257313966751,68.7206039428711
177.0,0.0222,69.4,173.16221618652344,0.02611107937991619,68.908935546875
144.0,0.0185,68.7,178.01303100585938,0.026889700442552567,68.87561798095703
202.0,0.0251,69.0,169.06838989257812,0.026019085198640823,68.62945556640625
181.0,0.0221,69.8,186.11181640625,0.02827433869242668,68.743408203125
200.0,0.0273,69.0,189.66024780273438,0.02872616983950138,68.7474594116211
243.0,0.029700000000000004,69.8,200.501708984375,0.03025270439684391,68.73084259033203
227.0,0.0288,70.5,225.29685974121094,0.033271510154008865,68.90491485595703
219.0,0.0296,69.1,234.7746124267578,0.03430359438061714,68.97422790527344
190.0,0.0247,70.4,237.063720703125,0.03482793644070625,68.80908203125
237.0,0.030100000000000002,70.4,227.5838623046875,0.03355451673269272,68.75997924804688
232.0,0.0303,70.0,241.4207763671875,0.03513278067111969,68.8669204711914
264.0,0.0353,69.7,247.6937713623047,0.035861678421497345,68.8599624633789
230.0,0.030600000000000002,69.6,267.1557922363281,0.0382477343082428,68.87211608886719
264.0,0.0339,70.0,262.0672912597656,0.037620287388563156,68.7728042602539
245.0,0.0325,69.5,273.8862609863281,0.03893621638417244,68.8110122680664
273.0,0.0355,70.6,272.3589172363281,0.03876657411456108,68.71864318847656
259.0,0.0402,68.5,284.87384033203125,0.03993082419037819,68.86567687988281
265.0,0.0361,68.9,290.7812194824219,0.041112467646598816,68.58489990234375
261.0,0.0347,70.3,291.24749755859375,0.041208039969205856,68.4695816040039
282.0,0.0383,70.2,289.6356201171875,0.040559615939855576,68.6052474975586
285.0,0.0385,70.2,299.6019287109375,0.0414675809442997,68.71829223632812
323.0,0.0417,71.2,306.59844970703125,0.042003750801086426,68.80584716796875
320.0,0.044000000000000004,70.1,327.9214782714844,0.043789152055978775,69.11714935302734
296.0,0.0399,70.1,341.1312561035156,0.04514174908399582,69.1237564086914
304.0,0.0423,69.2,335.2822570800781,0.044244006276130676,69.11560821533203
337.0,0.044000000000000004,70.5,335.8793029785156,0.04459502547979355,68.92498779296875
340.0,0.0459,70.9,348.96893310546875,0.045644380152225494,69.10575866699219
323.0,0.0433,69.6,359.92791748046875,0.04633672535419464,69.30944061279297
398.0,0.0567,67.6,357.27825927734375,0.04612157121300697,69.18791961669922
274.0,0.0353,68.4,393.4571533203125,0.05199297145009041,68.5109634399414
346.0,0.0476,67.7,356.9105529785156,0.04677509889006615,68.65029907226562
525.0,0.0812,65.3,363.7955322265625,0.04839733988046646,68.32152557373047
543.0,0.0794,64.2,447.13397216796875,0.06578382849693298,65.97232055664062
564.0,0.0864,62.4,465.5260925292969,0.07596717029809952,63.63512420654297
456.0,0.0673,62.5,470.5813293457031,0.08915788680315018,60.154754638671875
462.0,0.0733,60.7,461.1525573730469,0.0826263502240181,61.4038200378418
457.0,0.18200000000000005,47.5,457.4366760253906,0.08652732521295547,60.03976821899414
439.0,0.185,42.3,406.66949462890625,0.1830597221851349,36.09341049194336
354.0,0.149,39.3,400.1575622558594,0.18605950474739075,34.85181427001953
210.0,0.1361,38.4,397.3060607910156,0.18430626392364502,34.73384475708008
299.0,0.1322,35.2,387.6749267578125,0.19093503057956696,32.875030517578125
431.0,0.1629,35.400000000000006,391.92236328125,0.18210338056087494,34.43620681762695
409.0,0.1819,34.2,398.0479736328125,0.17404818534851074,36.00433349609375
395.0,0.16409999999999997,34.0,390.6780700683594,0.18261992931365967,34.053863525390625
368.0,0.1487,34.0,390.8277587890625,0.17974600195884705,34.42253494262695
419.0,0.21920000000000006,33.5,390.5379638671875,0.17715312540531158,34.736595153808594
297.0,0.16490000000000002,34.7,382.1995544433594,0.18936696648597717,32.35958480834961
324.0,0.1481,34.7,379.061767578125,0.19008813798427582,32.05458450317383
-2.842170943040401e-14,0.0,69.0,382.3519287109375,0.18255433440208435,33.285179138183594
374.0,0.1861,51.10000000000001,371.9994812011719,0.18874132633209229,32.151466369628906
379.0,0.1844,40.5,377.80523681640625,0.1959800273180008,31.53968620300293
382.0,0.199,39.1,378.35205078125,0.19583214819431305,31.5395565032959
422.0,0.17960000000000004,36.0,376.96246337890625,0.19638681411743164,31.345266342163086
481.0,0.16830000000000006,36.2,377.7353820800781,0.1920238733291626,31.955774307250977
387.0,0.1292,36.2,382.0164794921875,0.1837252825498581,33.280948638916016
374.0,0.0614,46.8,383.9160461425781,0.17771656811237335,34.207210540771484
442.99999999999994,0.061,56.3,400.2973327636719,0.0879879742860794,53.69652557373047
343.0,0.0465,62.2,402.2043151855469,0.07105094194412231,59.364295959472656
429.0,0.0625,62.9,395.9391784667969,0.062223151326179504,62.51491165161133
414.0,0.05890000000000001,64.6,407.76544189453125,0.06318387389183044,63.50489044189453
431.0,0.05850000000000001,65.0,409.631591796875,0.06159895658493042,64.57245635986328
379.0,0.0517,66.1,411.4158020019531,0.06113266572356224,65.1365966796875
371.0,0.0519,65.9,400.7810974121094,0.057660553604364395,65.87238311767578
298.0,0.0402,67.0,392.7565002441406,0.05566202849149704,66.21324157714844
428.0,0.0592,67.2,368.9745178222656,0.04994847998023033,66.80645751953125
356.0,0.0476,67.7,388.6947937011719,0.05402011051774025,66.83638763427734
385.0,0.0528,67.7,379.3320007324219,0.05169201269745827,67.16876220703125
390.0,0.05439999999999999,67.2,381.4461669921875,0.05221822112798691,67.22354125976562
391.0,0.0609,64.8,384.3622741699219,0.05327774956822395,67.0963363647461
337.0,0.0462,66.3,391.4063720703125,0.05671738460659981,66.29041290283203
338.0,0.0465,66.4,373.4818420410156,0.05270957946777344,66.6406478881836
387.0,0.0518,67.9,362.33697509765625,0.050573136657476425,66.77136993408203
331.0,0.0451,67.7,368.8272399902344,0.05152634531259537,66.96937561035156
320.0,0.0423,68.2,357.84088134765625,0.04921342059969902,67.18438720703125
235.0,0.030600000000000002,68.4,346.2550964355469,0.04680957272648811,67.42082977294922
280.0,0.0386,67.8,316.6172180175781,0.041075948625802994,67.68356323242188
307.0,0.0403,68.4,310.4049987792969,0.040419988334178925,67.66283416748047
316.0,0.0424,68.2,314.1185607910156,0.04129504784941673,67.73861694335938
310.0,0.0419,68.1,319.8717041015625,0.04259076714515686,67.7361831665039
284.0,0.0385,68.6,320.6380920410156,0.042961277067661285,67.7205810546875
310.0,0.0403,69.1,311.76458740234375,0.04139237478375435,67.824462890625
307.0,0.04,69.5,313.9539489746094,0.0417308509349823,67.9580078125
325.0,0.0433,69.4,314.538818359375,0.0416882261633873,68.11713409423828
307.0,0.0404,69.6,322.3668212890625,0.0430111289024353,68.18843841552734
340.0,0.0455,69.0,319.6844482421875,0.042417433112859726,68.3070068359375
296.0,0.0399,68.2,331.1119384765625,0.04454907029867172,68.2256088256836
320.0,0.040999999999999995,69.7,320.8595886230469,0.043100569397211075,68.1268081665039
277.0,0.0374,68.7,321.662353515625,0.0429285392165184,68.30391693115234
270.0,0.0357,68.6,308.2015075683594,0.040863730013370514,68.28068542480469
308.0,0.0404,69.0,296.1558532714844,0.039123982191085815,68.24195098876953
304.0,0.0421,67.9,303.7770690917969,0.040499500930309296,68.25369262695312
283.0,0.0376,68.5,308.449951171875,0.04171404242515564,68.04196166992188
319.0,0.0419,68.9,300.51812744140625,0.04036406800150871,68.074951171875
229.0,0.0303,69.0,310.3526306152344,0.04182203486561775,68.13189697265625
267.0,0.0355,68.6,282.5556945800781,0.037104133516550064,68.27963256835938
313.0,0.0415,69.1,278.510986328125,0.03672124445438385,68.23931884765625
262.0,0.0346,69.2,296.6545715332031,0.03955163061618805,68.30024719238281
315.0,0.0429,68.7,285.47479248046875,0.03760154917836189,68.39083862304688
271.0,0.0369,68.4,302.60955810546875,0.04042071849107742,68.31449127197266
240.0,0.0319,68.0,292.498779296875,0.0389312319457531,68.25320434570312
273.0,0.0365,67.6,272.1709289550781,0.03598470985889435,68.15943908691406
271.0,0.0371,67.0,272.9781188964844,0.03659368306398392,67.97105407714844
286.0,0.0395,66.9,273.03497314453125,0.037124428898096085,67.71674346923828
265.0,0.0354,67.3,280.0118103027344,0.038598448038101196,67.50166320800781
344.0,0.0454,68.4,273.31005859375,0.03756420686841011,67.46583557128906
327.0,0.0438,68.0,307.7254638671875,0.04233010485768318,67.66473388671875
311.0,0.0413,68.0,319.8598327636719,0.043839093297719955,67.70149230957031
342.0,0.045,68.7,318.10186767578125,0.04336706921458244,67.73558044433594
332.0,0.0435,68.7,330.7179870605469,0.04481623321771622,67.88343048095703
290.0,0.0385,68.2,333.5786437988281,0.04489921033382416,67.99137878417969
314.0,0.042,68.6,317.5918273925781,0.04254835098981857,67.9788818359375
202.0,0.0268,67.8,318.46356201171875,0.04266567900776863,68.0088119506836
