traffic_flow,share,speed,GRU_dual_stage_attention_traffic_flow_pred,GRU_dual_stage_attention_share_pred,GRU_dual_stage_attention_speed_pred
247.0,0.0322,69.0,326.5989990234375,0.045170754194259644,67.04301452636719
335.0,0.0443,68.6,304.2632141113281,0.0424460843205452,67.26477813720703
390.0,0.0507,68.8,314.0780334472656,0.04362120106816292,67.3331527709961
364.0,0.048,68.9,333.50982666015625,0.04572276771068573,67.50218200683594
340.0,0.0434,69.4,338.0468444824219,0.04631585627794266,67.64978790283203
296.0,0.06040000000000001,64.3,336.28564453125,0.046276211738586426,67.78510284423828
389.0,0.052000000000000005,65.8,350.8697204589844,0.049961164593696594,66.33880615234375
264.0,0.0346,67.5,359.6658935546875,0.05094101279973984,66.43376159667969
294.0,0.0395,67.8,329.7619323730469,0.04735562577843666,66.5486831665039
304.0,0.0398,68.3,319.4036865234375,0.04568886384367943,66.74519348144531
316.0,0.0417,68.7,312.6123046875,0.044728558510541916,66.90814208984375
342.0,0.0452,68.6,311.6334533691406,0.04432970657944679,67.08518981933594
328.0,0.0433,68.5,319.82000732421875,0.04540382698178291,67.17882537841797
360.0,0.0478,68.7,318.96685791015625,0.04525347799062729,67.27899932861328
301.0,0.0396,68.9,328.9551086425781,0.04630115628242493,67.40829467773438
296.0,0.038,68.9,317.3326110839844,0.04472750797867775,67.45877075195312
373.0,0.0488,69.1,310.1238708496094,0.04397696256637573,67.46126556396484
347.0,0.0468,68.1,325.8017883300781,0.04588361456990242,67.67472076416016
271.0,0.0357,68.7,331.7259826660156,0.04689528048038483,67.58531188964844
338.0,0.0447,68.7,314.1757507324219,0.044871535152196884,67.4651870727539
256.0,0.0337,69.0,318.9122009277344,0.04527842625975609,67.52552032470703
333.0,0.045,67.7,300.5205993652344,0.04280644655227661,67.52579498291016
396.0,0.0761,63.6,312.2735290527344,0.04469333589076996,67.39191436767578
363.0,0.0485,65.4,366.2643127441406,0.052884291857481,66.14775085449219
393.0,0.0664,62.7,354.95855712890625,0.05168156698346138,66.08348083496094
288.0,0.0399,63.6,373.34771728515625,0.05528391897678375,65.0086898803711
218.0,0.0527,58.9,338.076904296875,0.05059294030070305,64.964599609375
278.0,0.0377,63.9,323.0305480957031,0.05239429324865341,62.435489654541016
283.0,0.037000000000000005,66.4,294.2323303222656,0.044663332402706146,64.33975219726562
373.0,0.0504,66.6,279.7281188964844,0.04096602275967598,65.37700653076172
351.0,0.0458,67.7,306.1500549316406,0.04440825805068016,65.43183135986328
372.0,0.0499,67.8,310.441162109375,0.04453759267926216,65.78866577148438
372.0,0.0496,67.4,323.22625732421875,0.04618458449840546,65.98263549804688
169.0,0.0228,68.0,331.23663330078125,0.04732167348265648,66.05220031738281
337.0,0.0486,65.9,280.8189392089844,0.04088343307375908,66.34740447998047
364.0,0.0493,66.1,304.6653747558594,0.04417582228779793,66.05962371826172
391.0,0.0526,67.1,324.4992980957031,0.04697553068399429,65.90902709960938
335.0,0.0472,65.4,339.9273376464844,0.04870230332016945,66.08465576171875
348.0,0.0464,67.1,340.5743103027344,0.04939526692032814,65.67974090576172
393.0,0.0532,66.8,338.4884948730469,0.04866211116313934,65.9242172241211
296.0,0.0386,67.1,351.9684143066406,0.05032096803188324,66.01089477539062
340.0,0.0447,67.9,333.7689514160156,0.04780261963605881,66.05194854736328
370.0,0.0487,68.2,333.0213928222656,0.04748281463980675,66.31245422363281
411.0,0.0539,67.9,341.0799560546875,0.04817019775509834,66.62171173095703
342.0,0.045,68.2,356.3109130859375,0.049713946878910065,66.90361785888672
393.0,0.0553,66.3,348.87396240234375,0.04887072369456291,66.92413330078125
342.0,0.0452,67.5,365.3789978027344,0.05127347260713577,66.6520767211914
271.0,0.0357,67.9,358.17047119140625,0.05065855383872986,66.57139587402344
330.0,0.0448,67.0,331.705322265625,0.047653891146183014,66.49303436279297
269.0,0.0353,67.5,334.9708251953125,0.04814750701189041,66.37952423095703
337.0,0.0439,68.1,314.31365966796875,0.045492157340049744,66.44507598876953
343.0,0.0446,69.0,320.02923583984375,0.04588264971971512,66.62525177001953
282.0,0.0365,69.1,324.2134704589844,0.04588797315955162,66.92813873291016
361.0,0.0477,68.7,309.15985107421875,0.0440535768866539,67.05083465576172
206.0,0.0275,68.8,324.7978210449219,0.04567202925682068,67.24415588378906
362.0,0.0472,68.7,290.89910888671875,0.04177096486091614,67.1425552368164
234.0,0.031,68.6,312.7494812011719,0.04424521327018738,67.32462310791016
293.0,0.0386,68.3,288.7146301269531,0.04123997315764427,67.32005310058594
329.0,0.0424,68.9,289.9163513183594,0.041398148983716965,67.31634521484375
315.0,0.0406,69.4,298.5667419433594,0.0424690768122673,67.42837524414062
352.0,0.0471,68.0,298.4339599609375,0.04227926582098007,67.5483627319336
375.0,0.0509,67.9,313.5385437011719,0.04428574815392494,67.55591583251953
256.0,0.0337,69.2,330.5340881347656,0.04632887244224548,67.62675476074219
327.0,0.0427,69.0,308.15264892578125,0.043821658939123154,67.4640121459961
320.0,0.0426,69.3,311.6172180175781,0.0439411886036396,67.6353530883789
322.0,0.0451,67.8,312.61688232421875,0.0439281240105629,67.70537567138672
295.0,0.0407,67.3,317.5691833496094,0.045054011046886444,67.50733947753906
356.0,0.0479,67.7,314.46136474609375,0.044801630079746246,67.30643463134766
248.0,0.0323,68.3,327.5805969238281,0.04641403630375862,67.3757553100586
402.0,0.0525,69.3,300.8067321777344,0.043077751994132996,67.25459289550781
408.0,0.0542,69.1,326.7362365722656,0.0460597462952137,67.57305908203125
260.0,0.0355,69.0,342.9557800292969,0.0477888323366642,67.8466796875
245.0,0.033,68.6,322.1161193847656,0.045494627207517624,67.56087493896484
317.0,0.0436,67.7,303.634521484375,0.04312226176261902,67.48208618164062
306.0,0.0412,68.3,309.8575744628906,0.044105563312768936,67.39208221435547
290.0,0.0399,67.6,307.34906005859375,0.043801143765449524,67.42750549316406
314.0,0.044000000000000004,67.6,302.6788024902344,0.043282344937324524,67.32659149169922
281.0,0.0377,67.0,306.5478515625,0.044168874621391296,67.17733001708984
268.0,0.0387,66.9,295.59783935546875,0.042689669877290726,67.1017074584961
261.0,0.036000000000000004,67.4,287.9162902832031,0.04173528775572777,66.9704360961914
280.0,0.0402,66.4,275.64544677734375,0.03982153162360191,67.04859161376953
338.0,0.0477,66.5,276.7362060546875,0.04005373641848564,66.929443359375
320.0,0.0449,66.2,295.62677001953125,0.042968831956386566,66.74254608154297
267.0,0.0387,66.1,301.258056640625,0.04383902624249458,66.63762664794922
301.0,0.0422,66.6,285.36700439453125,0.041726548224687576,66.51052856445312
267.0,0.0372,66.8,287.2778625488281,0.04196297377347946,66.4844970703125
276.0,0.0375,67.0,277.2800598144531,0.04044145345687866,66.56175994873047
274.0,0.0365,68.5,273.218017578125,0.03961976245045662,66.6738510131836
257.0,0.0345,68.4,266.1502685546875,0.038261529058218,66.90707397460938
259.0,0.0352,68.3,258.74871826171875,0.03702344000339508,67.05644226074219
274.0,0.0375,67.8,255.44642639160156,0.036545272916555405,67.14603424072266
229.0,0.0315,67.5,257.2350158691406,0.03692001476883888,67.10675048828125
261.0,0.0355,67.5,247.64231872558594,0.03571345657110214,67.12268829345703
268.0,0.0367,67.8,249.50579833984375,0.03595970571041107,67.12584686279297
240.0,0.0564,61.9,252.0902557373047,0.03610096126794815,67.18147277832031
237.0,0.0324,65.1,276.935791015625,0.04162349924445152,65.92488861083984
237.0,0.0334,66.1,257.6778564453125,0.038312043994665146,66.212158203125
230.0,0.0342,65.1,244.79933166503906,0.035900313407182693,66.45821380615234
222.0,0.0299,66.2,237.90623474121094,0.035153601318597794,66.37767028808594
223.0,0.0303,66.2,226.2325897216797,0.03314051404595375,66.59063720703125
212.0,0.028700000000000003,68.3,218.5530242919922,0.032005611807107925,66.6700439453125
235.0,0.0316,67.6,210.06533813476562,0.03024449571967125,66.97857666015625
230.0,0.030700000000000005,68.2,210.82615661621094,0.03018558956682682,67.05428314208984
226.0,0.0303,68.3,209.25686645507812,0.029800686985254288,67.14469146728516
225.0,0.055,60.5,206.59634399414062,0.02916451171040535,67.28736877441406
211.0,0.0277,64.9,236.5340118408203,0.03622793033719063,65.84500122070312
225.0,0.0294,67.1,220.91807556152344,0.03335597738623619,66.18726348876953
238.0,0.0328,67.4,212.9334259033203,0.031984277069568634,66.37939453125
199.0,0.0276,67.1,211.22869873046875,0.03154013678431511,66.49281311035156
171.0,0.0234,68.0,204.4505615234375,0.03044034168124199,66.63429260253906
234.0,0.0315,67.2,192.4091339111328,0.028420040383934975,66.88623046875
216.0,0.0296,67.7,196.90199279785156,0.029116401448845863,66.8560562133789
192.0,0.026299999999999997,68.0,196.03485107421875,0.02865186519920826,66.989990234375
196.0,0.026299999999999997,66.7,190.7188720703125,0.028036408126354218,67.03030395507812
194.0,0.027000000000000003,67.4,188.948486328125,0.027865208685398102,67.0380859375
203.0,0.0274,67.0,185.63961791992188,0.02733539044857025,67.08988189697266
186.0,0.025,68.3,184.88104248046875,0.02737799473106861,67.08992767333984
165.0,0.0215,68.5,180.46620178222656,0.026762869209051132,67.1872787475586
193.0,0.0257,68.4,173.95680236816406,0.02567698433995247,67.358642578125
184.0,0.0247,68.2,172.8333282470703,0.02602068893611431,67.27193450927734
164.0,0.0212,69.1,170.8332977294922,0.025256402790546417,67.38168334960938
182.0,0.0234,68.1,167.79537963867188,0.02387872152030468,67.5987777709961
189.0,0.0249,68.8,165.00189208984375,0.023664942011237144,67.57769012451172
163.0,0.0214,68.6,165.14125061035156,0.024058980867266655,67.49650573730469
179.0,0.024500000000000004,68.6,160.9532928466797,0.023349648341536522,67.55875396728516
155.0,0.0201,67.9,159.70083618164062,0.023152105510234833,67.55448913574219
139.0,0.018,68.5,155.1206817626953,0.02262161299586296,67.5393295288086
151.0,0.0199,68.9,150.0802001953125,0.02182384394109249,67.60475158691406
127.0,0.018,67.3,146.19403076171875,0.021419228985905647,67.61347198486328
165.0,0.0214,68.9,140.60679626464844,0.020994748920202255,67.5586166381836
193.0,0.024400000000000005,69.1,140.32675170898438,0.02141721174120903,67.4813232421875
160.0,0.026000000000000002,64.9,142.7163848876953,0.02203085646033287,67.43992614746094
136.0,0.0176,66.4,141.4548797607422,0.021861832588911057,67.3094482421875
125.0,0.0165,68.5,135.2161865234375,0.020738938823342323,67.3458023071289
123.0,0.0162,68.2,130.07455444335938,0.020212756469845772,67.36603546142578
114.0,0.0139,67.3,124.94615936279297,0.01937483437359333,67.42607116699219
111.0,0.0139,69.3,118.6454086303711,0.018706724047660828,67.41478729248047
88.0,0.011099999999999999,68.7,113.37193298339844,0.018035337328910828,67.47196960449219
83.00000000000003,0.010000000000000005,67.9,107.03985595703125,0.01717853918671608,67.48040008544922
103.0,0.012900000000000002,69.2,100.92398071289062,0.016696622595191002,67.42076110839844
118.99999999999999,0.024400000000000005,60.8,97.33695983886719,0.016213122755289078,67.41352844238281
76.0,0.009500000000000001,65.7,98.73652648925781,0.017262525856494904,67.0840835571289
93.0,0.011499999999999996,65.5,89.97718811035156,0.016027336940169334,67.01815795898438
88.0,0.0104,67.4,87.70335388183594,0.015652291476726532,66.97843170166016
80.0,0.009500000000000001,66.3,86.73419189453125,0.014718065969645977,66.95330810546875
70.0,0.0316,67.1,80.23881530761719,0.014047880657017231,67.12855529785156
66.0,0.008599999999999997,67.3,79.48262023925781,0.01449653971940279,67.008056640625
58.99999999999997,0.0075,68.1,73.09025573730469,0.012903130613267422,67.04573059082031
66.0,0.008300000000000002,66.5,69.50607299804688,0.012294267304241657,67.14187622070312
82.0,0.010000000000000005,67.9,66.00190734863281,0.011913239024579525,67.1076889038086
51.0,0.006499999999999999,68.9,64.29325866699219,0.011836172081530094,67.15670776367188
49.0,0.0059000000000000025,68.2,60.83697509765625,0.011178082786500454,67.15961456298828
61.0,0.007199999999999998,67.1,58.1112060546875,0.010660511441528797,67.16948699951172
61.0,0.007400000000000004,66.8,55.827484130859375,0.009955222718417645,67.1303939819336
51.0,0.006400000000000003,67.2,57.467620849609375,0.009821400977671146,66.94496154785156
41.0,0.0049999999999999975,68.9,52.269256591796875,0.009213521145284176,67.15277099609375
51.0,0.006499999999999999,68.3,49.33372497558594,0.009058886207640171,67.17703247070312
41.0,0.004900000000000002,66.3,48.35345458984375,0.009168592281639576,67.17633819580078
32.00000000000003,0.0040000000000000036,68.1,46.62568664550781,0.008488341234624386,67.1883544921875
33.0,0.003799999999999998,66.9,45.18748474121094,0.008151954971253872,67.25121307373047
47.0,0.006499999999999999,67.8,41.627838134765625,0.007945640943944454,67.15408325195312
43.0,0.005600000000000001,68.5,41.556976318359375,0.008042248897254467,67.18782043457031
36.0,0.004700000000000003,67.3,41.61286926269531,0.007939386181533337,67.27249145507812
37.0,0.004299999999999998,66.9,40.18675231933594,0.007540434133261442,67.23470306396484
47.0,0.005999999999999998,67.5,39.17170715332031,0.007493722718209028,67.21996307373047
56.00000000000003,0.0063,67.1,38.968475341796875,0.0077077108435332775,67.21705627441406
29.0,0.003599999999999999,67.9,39.64918518066406,0.007931127212941647,67.26435089111328
31.0,0.004200000000000002,67.8,38.46946716308594,0.007379486691206694,67.32817840576172
41.0,0.004900000000000002,66.7,36.67628479003906,0.0070891971699893475,67.32568359375
27.0,0.0034000000000000002,67.9,36.59193420410156,0.007269750814884901,67.29298400878906
31.0,0.0040000000000000036,68.6,35.73991394042969,0.006832893472164869,67.35877990722656
25.0,0.0032000000000000015,67.1,35.74432373046875,0.007179077249020338,67.36266326904297
41.0,0.005199999999999996,68.6,34.33049011230469,0.0069513279013335705,67.34486389160156
43.0,0.0051,67.6,35.20660400390625,0.007078684400767088,67.42446899414062
21.99999999999997,0.002799999999999997,67.6,35.21263122558594,0.007282450329512358,67.40361785888672
29.0,0.003599999999999999,67.1,34.52581787109375,0.0065580266527831554,67.46089935302734
24.0,0.002899999999999993,67.2,34.70820617675781,0.0066925096325576305,67.46834564208984
34.00000000000003,0.0039000000000000007,67.5,33.53678894042969,0.006330482196062803,67.48275756835938
33.0,0.0040000000000000036,66.4,35.095916748046875,0.006480477284640074,67.5230941772461
44.00000000000003,0.0051,67.0,34.14642333984375,0.006897396873682737,67.47627258300781
36.0,0.004799999999999992,68.4,34.74623107910156,0.007291394751518965,67.47730255126953
32.00000000000003,0.003799999999999998,68.5,37.39445495605469,0.006792414467781782,67.57723999023438
47.0,0.005400000000000002,67.3,40.58807373046875,0.0073888967745006084,67.66535949707031
38.00000000000003,0.004799999999999992,68.0,42.71626281738281,0.008220861665904522,67.68614959716797
49.0,0.005699999999999997,67.8,43.568756103515625,0.008121929131448269,67.74393463134766
41.0,0.004799999999999992,68.8,47.418243408203125,0.00863723736256361,67.80043029785156
60.0,0.007300000000000001,69.3,48.57194519042969,0.009074059315025806,67.85477447509766
55.0,0.007100000000000002,69.3,53.875274658203125,0.009628175757825375,67.96441650390625
50.0,0.0212,60.1,55.68321228027344,0.009497242979705334,68.0348129272461
82.0,0.009600000000000001,62.6,64.18504333496094,0.012380252592265606,67.4258041381836
56.00000000000003,0.0068000000000000005,64.8,66.84098815917969,0.010703482665121555,67.49974060058594
80.0,0.009800000000000003,68.3,64.81134033203125,0.011079144664108753,67.56071472167969
88.0,0.0171,64.9,70.8414306640625,0.011688598431646824,67.81615447998047
85.99999999999997,0.0104,68.3,81.57539367675781,0.014076602645218372,67.6968002319336
70.0,0.008300000000000002,67.1,84.94682312011719,0.013947428204119205,67.81250762939453
105.00000000000003,0.012799999999999999,68.6,82.59391784667969,0.012788965366780758,67.81083679199219
99.0,0.0125,69.2,102.16096496582031,0.015184813179075718,68.15074157714844
122.00000000000001,0.015200000000000002,69.4,110.31663513183594,0.016305025666952133,68.26055908203125
144.0,0.0186,69.3,120.97254943847656,0.016873357817530632,68.45893859863281
158.0,0.0205,69.5,136.304443359375,0.018880516290664673,68.6012191772461
158.0,0.0195,69.7,148.83056640625,0.021059321239590645,68.52111053466797
208.0,0.028700000000000003,68.0,158.61915588378906,0.021994099020957947,68.62091827392578
177.0,0.0222,69.4,178.5178680419922,0.02434307336807251,68.54681396484375
144.0,0.0185,68.7,183.3470001220703,0.024583281949162483,68.65758514404297
202.0,0.0251,69.0,178.41917419433594,0.024090230464935303,68.62882995605469
181.0,0.0221,69.8,189.4325714111328,0.02650209330022335,68.47138214111328
200.0,0.0273,69.0,195.10345458984375,0.026589909568428993,68.61222076416016
243.0,0.029700000000000004,69.8,204.24888610839844,0.027445273473858833,68.57244873046875
227.0,0.0288,70.5,219.087158203125,0.030361369252204895,68.37907409667969
219.0,0.0296,69.1,225.67901611328125,0.03061395324766636,68.56703186035156
190.0,0.0247,70.4,230.78250122070312,0.0313301607966423,68.56776428222656
237.0,0.030100000000000002,70.4,227.21026611328125,0.0308681670576334,68.66658782958984
232.0,0.0303,70.0,240.67822265625,0.03230968490242958,68.6954116821289
264.0,0.0353,69.7,246.85464477539062,0.03291122987866402,68.744384765625
230.0,0.030600000000000002,69.6,260.7569580078125,0.03469879552721977,68.71048736572266
264.0,0.0339,70.0,263.4577331542969,0.03478538617491722,68.7299575805664
245.0,0.0325,69.5,273.90240478515625,0.03738883510231972,68.43305206298828
273.0,0.0355,70.6,277.0622863769531,0.03749050572514534,68.50010681152344
259.0,0.0402,68.5,290.1849670410156,0.03853420913219452,68.7059555053711
265.0,0.0361,68.9,297.9854736328125,0.04097986966371536,68.29800415039062
261.0,0.0347,70.3,302.7718811035156,0.04155663400888443,68.3735580444336
282.0,0.0383,70.2,305.2403869628906,0.04113394767045975,68.63359069824219
285.0,0.0385,70.2,316.5814208984375,0.042559914290905,68.73342895507812
323.0,0.0417,71.2,327.609619140625,0.04412873834371567,68.68099212646484
320.0,0.044000000000000004,70.1,345.53546142578125,0.04772608354687691,68.54292297363281
296.0,0.0399,70.1,358.2657470703125,0.049401044845581055,68.64682006835938
304.0,0.0423,69.2,359.8795471191406,0.04970978945493698,68.71965026855469
337.0,0.044000000000000004,70.5,364.0406494140625,0.05009663477540016,68.79942321777344
340.0,0.0459,70.9,371.0338134765625,0.05073358118534088,69.0255126953125
323.0,0.0433,69.6,380.2372741699219,0.052453793585300446,69.06590270996094
398.0,0.0567,67.6,378.3552551269531,0.05321478098630905,68.88928985595703
274.0,0.0353,68.4,404.4049072265625,0.0590667650103569,68.36373138427734
346.0,0.0476,67.7,372.8714599609375,0.05146457627415657,69.02306365966797
525.0,0.0812,65.3,377.2911682128906,0.053394488990306854,68.63494873046875
543.0,0.0794,64.2,447.0457763671875,0.07001204043626785,66.34273529052734
564.0,0.0864,62.4,460.00579833984375,0.07332126796245575,65.45316314697266
456.0,0.0673,62.5,482.8724670410156,0.08064503967761993,62.70002365112305
462.0,0.0733,60.7,448.4038391113281,0.07672388106584549,62.19021987915039
457.0,0.18200000000000005,47.5,443.1819763183594,0.08721911907196045,58.198482513427734
439.0,0.185,42.3,425.1446533203125,0.16152815520763397,41.476051330566406
354.0,0.149,39.3,408.63604736328125,0.173003688454628,38.98984146118164
210.0,0.1361,38.4,399.7063293457031,0.17635560035705566,38.19369125366211
299.0,0.1322,35.2,378.63250732421875,0.17925365269184113,35.98994445800781
431.0,0.1629,35.400000000000006,380.05340576171875,0.1813833862543106,36.28426742553711
409.0,0.1819,34.2,382.9116516113281,0.1845100373029709,36.18051528930664
395.0,0.16409999999999997,34.0,374.35113525390625,0.18743062019348145,35.11039352416992
368.0,0.1487,34.0,373.90509033203125,0.18718034029006958,35.19078826904297
419.0,0.21920000000000006,33.5,377.1840515136719,0.1849660873413086,35.491180419921875
297.0,0.16490000000000002,34.7,357.4134216308594,0.19283221662044525,33.421730041503906
324.0,0.1481,34.7,361.4802551269531,0.18938510119915009,34.063140869140625
-2.842170943040401e-14,0.0,69.0,371.16448974609375,0.18547941744327545,34.79690170288086
374.0,0.1861,51.10000000000001,332.17724609375,0.18548166751861572,32.87196350097656
379.0,0.1844,40.5,384.28985595703125,0.18919368088245392,34.021934509277344
382.0,0.199,39.1,382.78045654296875,0.1884090155363083,33.82841873168945
422.0,0.17960000000000004,36.0,380.2271423339844,0.18903881311416626,33.46123504638672
481.0,0.16830000000000006,36.2,391.43341064453125,0.1805017590522766,34.51719665527344
387.0,0.1292,36.2,404.21142578125,0.163837268948555,36.300392150878906
374.0,0.0614,46.8,399.9906311035156,0.15609551966190338,37.16451644897461
442.99999999999994,0.061,56.3,373.2744140625,0.050069842487573624,55.61671829223633
343.0,0.0465,62.2,364.8407287597656,0.052833277732133865,60.677032470703125
429.0,0.0625,62.9,353.5944519042969,0.05073719471693039,62.62213134765625
414.0,0.05890000000000001,64.6,369.7845458984375,0.05333936959505081,62.91703414916992
431.0,0.05850000000000001,65.0,376.0027160644531,0.05409008264541626,63.578330993652344
379.0,0.0517,66.1,383.2589416503906,0.05528392270207405,63.99626159667969
371.0,0.0519,65.9,378.5545349121094,0.05382796749472618,64.89039611816406
298.0,0.0402,67.0,376.59356689453125,0.053356464952230453,65.31439208984375
428.0,0.0592,67.2,362.2132568359375,0.05062653869390488,66.13774108886719
356.0,0.0476,67.7,378.6098937988281,0.053155213594436646,66.28897094726562
385.0,0.0528,67.7,372.21148681640625,0.05175555497407913,66.82068634033203
390.0,0.05439999999999999,67.2,375.7862854003906,0.0522330217063427,67.0634536743164
391.0,0.0609,64.8,376.8556213378906,0.05263447389006615,67.1712875366211
337.0,0.0462,66.3,382.1929016113281,0.054812707006931305,66.32364654541016
338.0,0.0465,66.4,370.5995788574219,0.052878815680742264,66.60698699951172
387.0,0.0518,67.9,362.15509033203125,0.051593463867902756,66.73089599609375
331.0,0.0451,67.7,363.6377868652344,0.05134835094213486,67.2177963256836
320.0,0.0423,68.2,351.7710876464844,0.049921635538339615,67.40933227539062
235.0,0.030600000000000002,68.4,340.6810607910156,0.048567384481430054,67.60041046142578
280.0,0.0386,67.8,316.94989013671875,0.04623944312334061,67.79972076416016
307.0,0.0403,68.4,310.41339111328125,0.04551280289888382,67.78036499023438
316.0,0.0424,68.2,306.9173583984375,0.0446585975587368,67.90294647216797
310.0,0.0419,68.1,304.34686279296875,0.04407353326678276,67.9552230834961
284.0,0.0385,68.6,302.20697021484375,0.044024769216775894,67.92957305908203
310.0,0.0403,69.1,292.1268005371094,0.042702190577983856,67.9624252319336
307.0,0.04,69.5,291.0486145019531,0.04197435453534126,68.09894561767578
325.0,0.0433,69.4,292.5000305175781,0.041896019130945206,68.2374496459961
307.0,0.0404,69.6,297.50079345703125,0.042349863797426224,68.29766082763672
340.0,0.0455,69.0,299.3934326171875,0.04273538663983345,68.2341537475586
296.0,0.0399,68.2,305.20733642578125,0.04321109503507614,68.23648071289062
320.0,0.040999999999999995,69.7,303.2981872558594,0.04377024620771408,67.95006561279297
277.0,0.0374,68.7,306.4030456542969,0.04380128160119057,68.02291870117188
270.0,0.0357,68.6,302.1247253417969,0.04401187598705292,67.69583892822266
308.0,0.0404,69.0,293.4241027832031,0.04361763224005699,67.52049255371094
304.0,0.0421,67.9,298.4718322753906,0.043606799095869064,67.75025177001953
283.0,0.0376,68.5,302.3466796875,0.044116031378507614,67.65853118896484
319.0,0.0419,68.9,299.2100830078125,0.04382755979895592,67.54832458496094
229.0,0.0303,69.0,302.6783752441406,0.04406474530696869,67.61669921875
267.0,0.0355,68.6,289.6850891113281,0.04252438619732857,67.47709655761719
313.0,0.0415,69.1,289.03057861328125,0.04224298894405365,67.44971466064453
262.0,0.0346,69.2,293.1837158203125,0.04284295439720154,67.52137756347656
315.0,0.0429,68.7,288.148681640625,0.042395103722810745,67.4882583618164
271.0,0.0369,68.4,289.2113037109375,0.04292866587638855,67.50878143310547
240.0,0.0319,68.0,285.6004943847656,0.04212820529937744,67.47888946533203
273.0,0.0365,67.6,281.9234313964844,0.04066646844148636,67.3706283569336
271.0,0.0371,67.0,285.4498291015625,0.04046304523944855,67.3300552368164
286.0,0.0395,66.9,289.7778625488281,0.04041110724210739,67.27843475341797
265.0,0.0354,67.3,292.7844543457031,0.04046688228845596,67.1695327758789
344.0,0.0454,68.4,282.97412109375,0.0392223484814167,67.08863830566406
327.0,0.0438,68.0,283.6119384765625,0.04047100991010666,67.19568634033203
311.0,0.0413,68.0,287.2573547363281,0.041366539895534515,67.20819091796875
342.0,0.045,68.7,286.7082824707031,0.04144025221467018,67.23233795166016
332.0,0.0435,68.7,297.0318908691406,0.042786456644535065,67.32167053222656
290.0,0.0385,68.2,301.48809814453125,0.04339795932173729,67.40104675292969
314.0,0.042,68.6,297.7124328613281,0.043062079697847366,67.3398208618164
