traffic_flow,share,speed,GRU_traffic_flow_pred,GRU_share_pred,GRU_speed_pred
269.0,0.0353,67.5,346.41064453125,0.04607917740941048,67.12503814697266
337.0,0.0439,68.1,335.6012878417969,0.043376825749874115,67.48397064208984
343.0,0.0446,69.0,340.13861083984375,0.04490246623754501,67.29884338378906
282.0,0.0365,69.1,343.7725524902344,0.0459144152700901,67.1783218383789
361.0,0.0477,68.7,335.4713134765625,0.043545980006456375,67.51811981201172
206.0,0.0275,68.8,345.5896301269531,0.04588688910007477,67.21955108642578
362.0,0.0472,68.7,321.4589538574219,0.03972969204187393,67.94873046875
234.0,0.031,68.6,337.0235290527344,0.04359205439686775,67.49591064453125
293.0,0.0386,68.3,321.0696716308594,0.03975183144211769,67.90731811523438
329.0,0.0424,68.9,321.6343688964844,0.03998250141739845,67.9037857055664
315.0,0.0406,69.4,328.4004211425781,0.041618991643190384,67.77506256103516
352.0,0.0471,68.0,329.18701171875,0.04196674004197121,67.77105712890625
375.0,0.0509,67.9,337.85791015625,0.044144950807094574,67.52140045166016
256.0,0.0337,69.2,346.1895446777344,0.046364426612854004,67.21261596679688
327.0,0.0427,69.0,330.08306884765625,0.0424923337996006,67.74932098388672
320.0,0.0426,69.3,332.9916076660156,0.04335285350680351,67.65167999267578
322.0,0.0451,67.8,332.5606384277344,0.04365680366754532,67.62849426269531
295.0,0.0407,67.3,334.1401672363281,0.044383350759744644,67.53925323486328
356.0,0.0479,67.7,330.4403076171875,0.04361511766910553,67.63198852539062
248.0,0.0323,68.3,337.05853271484375,0.04566201940178871,67.3599853515625
402.0,0.0525,69.3,319.72003173828125,0.042159005999565125,67.76759338378906
408.0,0.0542,69.1,335.1934509277344,0.04629426822066307,67.27771759033203
260.0,0.0355,69.0,342.4678955078125,0.04869072511792183,66.93656158447266
245.0,0.033,68.6,327.4769287109375,0.04455399513244629,67.5481948852539
317.0,0.0436,67.7,313.7062683105469,0.04159293696284294,67.7898941040039
306.0,0.0412,68.3,321.45550537109375,0.04278663545846939,67.69686889648438
290.0,0.0399,67.6,323.3072814941406,0.04285300150513649,67.70162200927734
314.0,0.044000000000000004,67.6,322.132568359375,0.04181775078177452,67.86526489257812
281.0,0.0377,67.0,324.9716491699219,0.04234924167394638,67.8061294555664
268.0,0.0387,66.9,320.1555480957031,0.04112984985113144,67.93938446044922
261.0,0.036000000000000004,67.4,314.931640625,0.04005558788776398,68.0235824584961
280.0,0.0402,66.4,308.6396484375,0.03880000114440918,68.09176635742188
338.0,0.0477,66.5,309.5794677734375,0.03902444243431091,68.06620025634766
320.0,0.0449,66.2,321.0597839355469,0.04144471511244774,67.8835220336914
267.0,0.0387,66.1,324.1778564453125,0.04222773760557175,67.82499694824219
301.0,0.0422,66.6,315.249267578125,0.04052755609154701,68.01133728027344
267.0,0.0372,66.8,316.49273681640625,0.04078107699751854,67.97146606445312
276.0,0.0375,67.0,310.65228271484375,0.03944442421197891,68.0702896118164
274.0,0.0365,68.5,308.2194519042969,0.038725074380636215,68.1216812133789
257.0,0.0345,68.4,303.9409484863281,0.03795091435313225,68.16487884521484
259.0,0.0352,68.3,297.2254333496094,0.0366811640560627,68.22647857666016
274.0,0.0375,67.8,292.8713684082031,0.03587495908141136,68.25337219238281
229.0,0.0315,67.5,292.781494140625,0.036016710102558136,68.24710083007812
261.0,0.0355,67.5,282.57452392578125,0.034301407635211945,68.25004577636719
268.0,0.0367,67.8,282.4115905761719,0.034168098121881485,68.24971008300781
240.0,0.0564,61.9,284.06817626953125,0.03418021649122238,68.28436279296875
237.0,0.0324,65.1,295.8412170410156,0.03601706773042679,68.21047973632812
237.0,0.0334,66.1,289.49310302734375,0.034681499004364014,68.24540710449219
230.0,0.0342,65.1,283.6932067871094,0.03358006104826927,68.25626373291016
222.0,0.0299,66.2,278.9708251953125,0.032742101699113846,68.24628448486328
223.0,0.0303,66.2,271.5955505371094,0.03148552030324936,68.21516418457031
212.0,0.028700000000000003,68.3,265.703125,0.030570903792977333,68.1772232055664
235.0,0.0316,67.6,257.8502502441406,0.0293904896825552,68.11487579345703
230.0,0.030700000000000005,68.2,255.8478240966797,0.029162105172872543,68.09541320800781
226.0,0.0303,68.3,251.88829040527344,0.02876880392432213,68.06864166259766
225.0,0.055,60.5,247.76507568359375,0.028308823704719543,68.0420913696289
211.0,0.0277,64.9,256.28466796875,0.029886428266763687,68.09461975097656
225.0,0.0294,67.1,249.1517791748047,0.028924165293574333,68.08226776123047
238.0,0.0328,67.4,242.99710083007812,0.028369534760713577,68.04133605957031
199.0,0.0276,67.1,240.89962768554688,0.028285643085837364,68.03227996826172
171.0,0.0234,68.0,232.9921417236328,0.02729159966111183,67.9622573852539
234.0,0.0315,67.2,222.36026000976562,0.025899922475218773,67.84199523925781
216.0,0.0296,67.7,223.37445068359375,0.026090996339917183,67.8266830444336
192.0,0.026299999999999997,68.0,220.83851623535156,0.025907201692461967,67.78748321533203
196.0,0.026299999999999997,66.7,213.97634887695312,0.02532077580690384,67.70443725585938
194.0,0.027000000000000003,67.4,209.75148010253906,0.024909034371376038,67.64738464355469
203.0,0.0274,67.0,205.8508758544922,0.024503495544195175,67.60311126708984
186.0,0.025,68.3,203.4915313720703,0.02429943159222603,67.56541442871094
165.0,0.0215,68.5,198.77520751953125,0.02379452809691429,67.52239990234375
193.0,0.0257,68.4,192.4091339111328,0.023075131699442863,67.47686767578125
184.0,0.0247,68.2,189.95703125,0.02293379232287407,67.43946075439453
164.0,0.0212,69.1,187.988525390625,0.022626232355833054,67.42826080322266
182.0,0.0234,68.1,183.12168884277344,0.022110167890787125,67.40596771240234
189.0,0.0249,68.8,179.1709442138672,0.02206309325993061,67.33236694335938
163.0,0.0214,68.6,176.5402069091797,0.022050704807043076,67.27827453613281
179.0,0.024500000000000004,68.6,171.63433837890625,0.02163602225482464,67.249755859375
155.0,0.0201,67.9,169.02188110351562,0.02157747745513916,67.19811248779297
139.0,0.018,68.5,163.6147918701172,0.02111843042075634,67.17622375488281
151.0,0.0199,68.9,157.10475158691406,0.02056705951690674,67.15869140625
127.0,0.018,67.3,152.5635223388672,0.020266002044081688,67.12799835205078
165.0,0.0214,68.9,146.02877807617188,0.019683707505464554,67.12818145751953
193.0,0.024400000000000005,69.1,144.50369262695312,0.019695891067385674,67.08100891113281
160.0,0.026000000000000002,64.9,146.8648223876953,0.020123975351452827,66.99701690673828
136.0,0.0176,66.4,146.3787384033203,0.020114287734031677,66.96198272705078
125.0,0.0165,68.5,141.35081481933594,0.019483285024762154,66.99176788330078
123.0,0.0162,68.2,135.67559814453125,0.0186631977558136,67.05615234375
114.0,0.0139,67.3,130.9232635498047,0.01811375468969345,67.08174896240234
111.0,0.0139,69.3,125.78292846679688,0.017418812960386276,67.13761901855469
88.0,0.011099999999999999,68.7,121.07742309570312,0.016845766454935074,67.17680358886719
83.00000000000003,0.010000000000000005,67.9,113.958251953125,0.01608397252857685,67.22937774658203
103.0,0.012900000000000002,69.2,107.13937377929688,0.015336277894675732,67.28466796875
118.99999999999999,0.024400000000000005,60.8,103.02839660644531,0.015058950521051884,67.27670288085938
76.0,0.009500000000000001,65.7,103.48640441894531,0.015609932132065296,67.15882110595703
93.0,0.011499999999999996,65.5,95.88679504394531,0.014482078142464161,67.28177642822266
88.0,0.0104,67.4,91.16824340820312,0.013946824707090855,67.32207489013672
80.0,0.009500000000000001,66.3,86.42707824707031,0.013700415380299091,67.30117797851562
70.0,0.0316,67.1,81.20968627929688,0.013376518152654171,67.2693099975586
66.0,0.008599999999999997,67.3,78.61222839355469,0.012999576516449451,67.30219268798828
58.99999999999997,0.0075,68.1,72.5128173828125,0.012433073483407497,67.31851959228516
66.0,0.008300000000000002,66.5,67.15182495117188,0.011760135181248188,67.3635482788086
82.0,0.010000000000000005,67.9,62.97251892089844,0.011166910640895367,67.41034698486328
51.0,0.006499999999999999,68.9,60.51475524902344,0.010688905604183674,67.45652770996094
49.0,0.0059000000000000025,68.2,55.67860412597656,0.00997080560773611,67.52198028564453
61.0,0.007199999999999998,67.1,52.12416076660156,0.00947894249111414,67.56013488769531
61.0,0.007400000000000004,66.8,49.316619873046875,0.009343256242573261,67.5364990234375
51.0,0.006400000000000003,67.2,46.71138000488281,0.00944430846720934,67.46700286865234
41.0,0.0049999999999999975,68.9,45.09523010253906,0.009419319219887257,67.41918182373047
51.0,0.006499999999999999,68.3,43.621368408203125,0.008716831915080547,67.5276107788086
41.0,0.004900000000000002,66.3,42.69073486328125,0.008597071282565594,67.5333023071289
32.00000000000003,0.0040000000000000036,68.1,40.96514892578125,0.00873361062258482,67.4797134399414
33.0,0.003799999999999998,66.9,38.445709228515625,0.008298623375594616,67.52149963378906
47.0,0.006499999999999999,67.8,36.186187744140625,0.0075850035063922405,67.61933898925781
43.0,0.005600000000000001,68.5,36.809417724609375,0.0077786813490092754,67.5903091430664
36.0,0.004700000000000003,67.3,36.35612487792969,0.007910056971013546,67.5580825805664
37.0,0.004299999999999998,66.9,34.76881408691406,0.007775228004902601,67.55630493164062
47.0,0.005999999999999998,67.5,34.47837829589844,0.007613982539623976,67.5816650390625
56.00000000000003,0.0063,67.1,34.69415283203125,0.007666296791285276,67.57390594482422
29.0,0.003599999999999999,67.9,35.99659729003906,0.007925963960587978,67.54940032958984
31.0,0.004200000000000002,67.8,35.117950439453125,0.007811434101313353,67.56537628173828
41.0,0.004900000000000002,66.7,34.153228759765625,0.007373813074082136,67.63785552978516
27.0,0.0034000000000000002,67.9,35.10478210449219,0.007534756790846586,67.63265228271484
31.0,0.0040000000000000036,68.6,35.48335266113281,0.007500495295971632,67.65869903564453
25.0,0.0032000000000000015,67.1,35.11309814453125,0.007151089143007994,67.72716522216797
41.0,0.005199999999999996,68.6,36.69142150878906,0.007053512614220381,67.7889175415039
43.0,0.0051,67.6,39.013763427734375,0.007408048491925001,67.77982330322266
21.99999999999997,0.002799999999999997,67.6,40.24031066894531,0.007403794210404158,67.8166732788086
29.0,0.003599999999999999,67.1,41.57096862792969,0.007806527893990278,67.79005432128906
24.0,0.002899999999999993,67.2,42.109710693359375,0.007909680716693401,67.80133819580078
34.00000000000003,0.0039000000000000007,67.5,41.35581970214844,0.007617461960762739,67.86186981201172
33.0,0.0040000000000000036,66.4,41.34422302246094,0.007552869152277708,67.89350891113281
44.00000000000003,0.0051,67.0,41.92181396484375,0.006730995606631041,68.07453155517578
36.0,0.004799999999999992,68.4,45.497314453125,0.0065948995761573315,68.18999481201172
32.00000000000003,0.003799999999999998,68.5,50.6849365234375,0.007316041272133589,68.18470001220703
47.0,0.005400000000000002,67.3,56.96766662597656,0.008114914409816265,68.1922836303711
38.00000000000003,0.004799999999999992,68.0,61.70591735839844,0.008519384078681469,68.23761749267578
49.0,0.005699999999999997,67.8,64.190673828125,0.00869982223957777,68.2784652709961
41.0,0.004799999999999992,68.8,67.34132385253906,0.009096491150557995,68.29112243652344
60.0,0.007300000000000001,69.3,70.63958740234375,0.009423562325537205,68.32299041748047
55.0,0.007100000000000002,69.3,72.66444396972656,0.010067717172205448,68.26472473144531
50.0,0.0212,60.1,71.894287109375,0.010083691217005253,68.25084686279297
82.0,0.009600000000000001,62.6,72.23606872558594,0.009859670884907246,68.29301452636719
56.00000000000003,0.0068000000000000005,64.8,73.30059814453125,0.009847336448729038,68.3025131225586
80.0,0.009800000000000003,68.3,82.1875,0.011188621632754803,68.3043212890625
88.0,0.0171,64.9,83.99476623535156,0.01109329890459776,68.36540985107422
85.99999999999997,0.0104,68.3,89.52886962890625,0.011584664694964886,68.41554260253906
70.0,0.008300000000000002,67.1,93.09529113769531,0.0117678577080369,68.47221374511719
105.00000000000003,0.012799999999999999,68.6,97.25871276855469,0.011609571985900402,68.61334991455078
99.0,0.0125,69.2,105.19322204589844,0.012981449253857136,68.55207824707031
122.00000000000001,0.015200000000000002,69.4,108.68035888671875,0.013336910866200924,68.56888580322266
144.0,0.0186,69.3,113.00553894042969,0.013629023917019367,68.59361267089844
158.0,0.0205,69.5,122.44781494140625,0.014447943307459354,68.63763427734375
158.0,0.0195,69.7,133.85865783691406,0.016091998666524887,68.59961700439453
208.0,0.028700000000000003,68.0,139.9395294189453,0.01688419282436371,68.57012939453125
177.0,0.0222,69.4,153.56997680664062,0.01842850260436535,68.52488708496094
144.0,0.0185,68.7,163.38192749023438,0.019440999254584312,68.53475189208984
202.0,0.0251,69.0,166.54354858398438,0.01958690769970417,68.60446166992188
181.0,0.0221,69.8,179.02627563476562,0.021173221990466118,68.56379699707031
200.0,0.0273,69.0,184.44369506835938,0.021825581789016724,68.53046417236328
243.0,0.029700000000000004,69.8,194.76907348632812,0.023228464648127556,68.46217346191406
227.0,0.0288,70.5,212.3734130859375,0.025640154257416725,68.33663177490234
219.0,0.0296,69.1,222.49807739257812,0.026825405657291412,68.26807403564453
190.0,0.0247,70.4,231.17807006835938,0.027466394007205963,68.2859878540039
237.0,0.030100000000000002,70.4,233.9805450439453,0.02729204297065735,68.39754486083984
232.0,0.0303,70.0,247.03472900390625,0.029027586802840233,68.29049682617188
264.0,0.0353,69.7,257.9622802734375,0.030134987086057663,68.25151062011719
230.0,0.030600000000000002,69.6,275.5508728027344,0.03231795132160187,68.10267639160156
264.0,0.0339,70.0,284.240966796875,0.032803770154714584,68.1483154296875
245.0,0.0325,69.5,299.5852966308594,0.03485412150621414,68.03730773925781
273.0,0.0355,70.6,305.7417907714844,0.035258177667856216,68.01123046875
259.0,0.0402,68.5,316.9729919433594,0.036700405180454254,67.8510971069336
265.0,0.0361,68.9,327.4246520996094,0.037924353033304214,67.75540924072266
261.0,0.0347,70.3,333.2983093261719,0.03854299336671829,67.65572357177734
282.0,0.0383,70.2,335.56494140625,0.038704536855220795,67.57559967041016
285.0,0.0385,70.2,343.78106689453125,0.0398295558989048,67.39490509033203
323.0,0.0417,71.2,351.3313293457031,0.0410781055688858,67.20425415039062
320.0,0.044000000000000004,70.1,365.3095703125,0.04368944093585014,66.85855102539062
296.0,0.0399,70.1,374.0395812988281,0.04542374238371849,66.5401382446289
304.0,0.0423,69.2,374.2875671386719,0.04559890180826187,66.42003631591797
337.0,0.044000000000000004,70.5,377.1759948730469,0.04639146476984024,66.20467376708984
340.0,0.0459,70.9,384.95538330078125,0.048234835267066956,65.85291290283203
323.0,0.0433,69.6,390.91961669921875,0.04970594495534897,65.55805206298828
398.0,0.0567,67.6,391.88470458984375,0.0504177026450634,65.41109466552734
274.0,0.0353,68.4,408.954833984375,0.0551946684718132,64.53536224365234
346.0,0.0476,67.7,388.0648193359375,0.05156923085451126,65.10379028320312
525.0,0.0812,65.3,394.94659423828125,0.05424102023243904,64.60906219482422
543.0,0.0794,64.2,430.59930419921875,0.06574969738721848,62.271575927734375
564.0,0.0864,62.4,442.21856689453125,0.07323132455348969,60.654632568359375
456.0,0.0673,62.5,446.3751220703125,0.08248320966959,58.491111755371094
462.0,0.0733,60.7,439.4489440917969,0.07951496541500092,59.12163543701172
457.0,0.18200000000000005,47.5,435.7575988769531,0.0839352160692215,57.8941764831543
439.0,0.185,42.3,378.9010925292969,0.16007240116596222,38.585975646972656
354.0,0.149,39.3,370.1481018066406,0.1693427711725235,35.93712615966797
210.0,0.1361,38.4,369.929931640625,0.1711265593767166,35.365596771240234
299.0,0.1322,35.2,372.9997253417969,0.17157746851444244,35.17567825317383
431.0,0.1629,35.400000000000006,376.8138427734375,0.1726170778274536,35.00197219848633
409.0,0.1819,34.2,379.97393798828125,0.173529714345932,34.81007766723633
395.0,0.16409999999999997,34.0,382.9639892578125,0.17403535544872284,34.627052307128906
368.0,0.1487,34.0,388.03350830078125,0.17432570457458496,34.65724182128906
419.0,0.21920000000000006,33.5,393.2597961425781,0.17410728335380554,34.76897048950195
297.0,0.16490000000000002,34.7,397.8252258300781,0.17431199550628662,34.74818420410156
324.0,0.1481,34.7,404.5703125,0.17381471395492554,34.987789154052734
-2.842170943040401e-14,0.0,69.0,411.5016174316406,0.17316117882728577,35.25975036621094
374.0,0.1861,51.10000000000001,417.73602294921875,0.1720512956380844,35.49977493286133
379.0,0.1844,40.5,425.4057312011719,0.1721886247396469,35.67914581298828
382.0,0.199,39.1,433.35858154296875,0.17133985459804535,36.06616973876953
422.0,0.17960000000000004,36.0,439.9184875488281,0.16969561576843262,36.50938415527344
481.0,0.16830000000000006,36.2,446.2414245605469,0.16840115189552307,36.954925537109375
387.0,0.1292,36.2,451.15411376953125,0.16649185121059418,37.38254165649414
374.0,0.0614,46.8,455.3819274902344,0.16473640501499176,37.82526397705078
442.99999999999994,0.061,56.3,452.3250427246094,0.1505073457956314,41.817203521728516
343.0,0.0465,62.2,420.1880187988281,0.0768951028585434,60.18185806274414
429.0,0.0625,62.9,387.6317138671875,0.05889308825135231,63.69148254394531
414.0,0.05890000000000001,64.6,383.9110412597656,0.057273950427770615,63.93726348876953
431.0,0.05850000000000001,65.0,379.2179870605469,0.05552839860320091,64.21893310546875
379.0,0.0517,66.1,377.60174560546875,0.054983191192150116,64.28910827636719
371.0,0.0519,65.9,371.8933410644531,0.053210340440273285,64.59132385253906
298.0,0.0402,67.0,368.48077392578125,0.052335042506456375,64.74054718017578
428.0,0.0592,67.2,357.3486328125,0.04935739189386368,65.2650146484375
356.0,0.0476,67.7,366.0904235839844,0.05207837373018265,64.81314086914062
385.0,0.0528,67.7,361.6838073730469,0.05108802393078804,65.00923919677734
390.0,0.05439999999999999,67.2,362.29376220703125,0.05166197940707207,64.9157943725586
391.0,0.0609,64.8,362.49432373046875,0.05224154517054558,64.82244110107422
337.0,0.0462,66.3,364.1643981933594,0.053491413593292236,64.58846282958984
338.0,0.0465,66.4,356.4213562011719,0.05206765606999397,64.8771743774414
387.0,0.0518,67.9,351.8190002441406,0.051694054156541824,64.97078704833984
331.0,0.0451,67.7,352.9609069824219,0.052880238741636276,64.78753662109375
320.0,0.0423,68.2,346.6258544921875,0.052142538130283356,64.95281219482422
235.0,0.030600000000000002,68.4,339.7682800292969,0.05149177461862564,65.09832763671875
280.0,0.0386,67.8,319.9456481933594,0.04802757129073143,65.6583251953125
307.0,0.0403,68.4,314.4189147949219,0.04795615375041962,65.67516326904297
316.0,0.0424,68.2,313.4006652832031,0.04879161715507507,65.58245849609375
310.0,0.0419,68.1,313.3741149902344,0.04971778765320778,65.47496032714844
284.0,0.0385,68.6,311.3403015136719,0.04996666684746742,65.46235656738281
310.0,0.0403,69.1,303.1644287109375,0.04891766607761383,65.63523864746094
307.0,0.04,69.5,301.4483642578125,0.04861240088939667,65.71549224853516
325.0,0.0433,69.4,299.99072265625,0.047666214406490326,65.9018783569336
307.0,0.0404,69.6,303.0094909667969,0.047111816704273224,66.07113647460938
340.0,0.0455,69.0,302.614013671875,0.04549115151166916,66.41222381591797
296.0,0.0399,68.2,309.93603515625,0.045228149741888046,66.59241485595703
320.0,0.040999999999999995,69.7,312.04217529296875,0.04360433667898178,66.99153137207031
277.0,0.0374,68.7,313.927490234375,0.04473781958222389,66.82333374023438
270.0,0.0357,68.6,309.7518615722656,0.04427611455321312,66.8991470336914
308.0,0.0404,69.0,305.5967102050781,0.043264105916023254,67.0822525024414
304.0,0.0421,67.9,309.0495300292969,0.0435011200606823,67.15619659423828
283.0,0.0376,68.5,312.3515625,0.043650079518556595,67.24037170410156
319.0,0.0419,68.9,310.297119140625,0.0430271290242672,67.3992919921875
229.0,0.0303,69.0,314.8222351074219,0.04401921480894089,67.3692855834961
267.0,0.0355,68.6,301.099365234375,0.04088565707206726,67.76817321777344
313.0,0.0415,69.1,298.9759216308594,0.04013298824429512,67.9228286743164
262.0,0.0346,69.2,304.9508056640625,0.04162530228495598,67.86510467529297
315.0,0.0429,68.7,298.2691955566406,0.03971635922789574,68.11957550048828
271.0,0.0369,68.4,303.46844482421875,0.04002900794148445,68.22531127929688
240.0,0.0319,68.0,295.67498779296875,0.03762045502662659,68.565185546875
273.0,0.0365,67.6,287.8835144042969,0.036747366189956665,68.49854278564453
271.0,0.0371,67.0,288.6705627441406,0.036847248673439026,68.50135803222656
286.0,0.0395,66.9,288.76654052734375,0.03691292926669121,68.48561096191406
265.0,0.0354,67.3,291.42071533203125,0.037161506712436676,68.50504302978516
344.0,0.0454,68.4,287.14666748046875,0.03643038868904114,68.49053955078125
327.0,0.0438,68.0,296.7523498535156,0.038548167794942856,68.3552017211914
311.0,0.0413,68.0,301.2223815917969,0.03945988789200783,68.29981994628906
342.0,0.045,68.7,302.150146484375,0.039466194808483124,68.3172607421875
332.0,0.0435,68.7,307.7654113769531,0.040284279733896255,68.28726959228516
290.0,0.0385,68.2,309.9478454589844,0.04064806550741196,68.25067138671875
314.0,0.042,68.6,305.2395324707031,0.03952683508396149,68.34375
202.0,0.0268,67.8,306.80096435546875,0.039633460342884064,68.33480072021484
351.0,0.0473,68.3,284.830810546875,0.03544117137789726,68.52149200439453
