traffic_flow,share,speed,TCN_attention_traffic_flow_pred,TCN_attention_share_pred,TCN_attention_speed_pred
391.0,0.0526,67.1,258.98095703125,0.04063797369599342,68.58675384521484
335.0,0.0472,65.4,259.7073059082031,0.04068584740161896,68.58137512207031
348.0,0.0464,67.1,260.2415771484375,0.04073122888803482,68.5519027709961
393.0,0.0532,66.8,260.25653076171875,0.04071147367358208,68.5462875366211
296.0,0.0386,67.1,261.0000915527344,0.040802232921123505,68.56290435791016
340.0,0.0447,67.9,260.3947448730469,0.040865425020456314,68.57171630859375
370.0,0.0487,68.2,260.4447021484375,0.040779680013656616,68.58843231201172
411.0,0.0539,67.9,261.2477111816406,0.0408247709274292,68.62269592285156
342.0,0.045,68.2,262.2749938964844,0.0408550389111042,68.63912963867188
393.0,0.0553,66.3,262.7750549316406,0.04090340808033943,68.65137481689453
342.0,0.0452,67.5,263.97882080078125,0.04091660678386688,68.65044403076172
271.0,0.0357,67.9,264.47503662109375,0.041020650416612625,68.65609741210938
330.0,0.0448,67.0,263.472412109375,0.040999770164489746,68.64689636230469
269.0,0.0353,67.5,263.8764343261719,0.04099513217806816,68.63956451416016
337.0,0.0439,68.1,261.65460205078125,0.04091671109199524,68.61650848388672
343.0,0.0446,69.0,262.49395751953125,0.0409778468310833,68.62057495117188
282.0,0.0365,69.1,262.9146728515625,0.04100640490651131,68.61602783203125
361.0,0.0477,68.7,261.7501220703125,0.04092920944094658,68.609619140625
206.0,0.0275,68.8,262.34014892578125,0.04093514382839203,68.6252670288086
362.0,0.0472,68.7,260.2779541015625,0.04089779034256935,68.62016296386719
234.0,0.031,68.6,262.2323913574219,0.04093431308865547,68.67603302001953
293.0,0.0386,68.3,260.38006591796875,0.04088779166340828,68.67579650878906
329.0,0.0424,68.9,261.3995056152344,0.040874604135751724,68.68441772460938
315.0,0.0406,69.4,261.877685546875,0.040904223918914795,68.68659973144531
352.0,0.0471,68.0,261.7857971191406,0.04090317338705063,68.6939697265625
375.0,0.0509,67.9,262.62347412109375,0.040922489017248154,68.68518829345703
256.0,0.0337,69.2,262.9146728515625,0.04093417152762413,68.6776351928711
327.0,0.0427,69.0,261.993896484375,0.04093685746192932,68.6747817993164
320.0,0.0426,69.3,261.6164245605469,0.04083437845110893,68.67149353027344
322.0,0.0451,67.8,261.8381042480469,0.040802475064992905,68.68071746826172
295.0,0.0407,67.3,262.0150146484375,0.04082615301012993,68.67393493652344
356.0,0.0479,67.7,261.27508544921875,0.040817275643348694,68.65876007080078
248.0,0.0323,68.3,261.3481750488281,0.04080813005566597,68.64482116699219
402.0,0.0525,69.3,260.7190246582031,0.040913429111242294,68.6565933227539
408.0,0.0542,69.1,262.31671142578125,0.040873460471630096,68.67964935302734
260.0,0.0355,69.0,264.82415771484375,0.04095768928527832,68.71351623535156
245.0,0.033,68.6,264.01007080078125,0.0409400574862957,68.72587585449219
317.0,0.0436,67.7,262.579345703125,0.040801215916872025,68.74678802490234
306.0,0.0412,68.3,262.25225830078125,0.04085814952850342,68.77381896972656
290.0,0.0399,67.6,261.4693603515625,0.04084077849984169,68.80609130859375
314.0,0.044000000000000004,67.6,261.4320373535156,0.040874384343624115,68.82902526855469
281.0,0.0377,67.0,261.800537109375,0.040931932628154755,68.83719635009766
268.0,0.0387,66.9,261.4583435058594,0.041030094027519226,68.85192108154297
261.0,0.036000000000000004,67.4,260.63720703125,0.04105377569794655,68.84526062011719
280.0,0.0402,66.4,259.4263000488281,0.040977463126182556,68.82735443115234
338.0,0.0477,66.5,258.451416015625,0.04097667708992958,68.80986785888672
320.0,0.0449,66.2,258.25982666015625,0.04104127734899521,68.80844116210938
267.0,0.0387,66.1,256.935791015625,0.040869470685720444,68.76004028320312
301.0,0.0422,66.6,257.3395690917969,0.040982868522405624,68.76615142822266
267.0,0.0372,66.8,256.7691955566406,0.04092239961028099,68.75621032714844
276.0,0.0375,67.0,255.4017791748047,0.04091030731797218,68.75263977050781
274.0,0.0365,68.5,254.05328369140625,0.04074840247631073,68.73114776611328
257.0,0.0345,68.4,253.3612518310547,0.04069970175623894,68.73560333251953
259.0,0.0352,68.3,252.615966796875,0.040601830929517746,68.73059844970703
274.0,0.0375,67.8,251.07638549804688,0.04039882495999336,68.71060180664062
229.0,0.0315,67.5,250.824951171875,0.04036658629775047,68.7008285522461
261.0,0.0355,67.5,249.47853088378906,0.04024584963917732,68.67333984375
268.0,0.0367,67.8,248.4695587158203,0.040155962109565735,68.64766693115234
240.0,0.0564,61.9,246.8855438232422,0.04002898558974266,68.62698364257812
237.0,0.0324,65.1,246.03733825683594,0.040029384195804596,68.58479309082031
237.0,0.0334,66.1,243.43804931640625,0.03991591930389404,68.54864501953125
230.0,0.0342,65.1,240.79563903808594,0.0397808775305748,68.51910400390625
222.0,0.0299,66.2,239.28738403320312,0.039746709167957306,68.48680877685547
223.0,0.0303,66.2,236.6427764892578,0.03964977711439133,68.44851684570312
212.0,0.028700000000000003,68.3,235.28103637695312,0.03959056735038757,68.41575622558594
235.0,0.0316,67.6,233.5475311279297,0.039485350251197815,68.39388275146484
230.0,0.030700000000000005,68.2,231.77691650390625,0.039310745894908905,68.35639953613281
226.0,0.0303,68.3,231.0985107421875,0.03921784833073616,68.33609771728516
225.0,0.055,60.5,229.12057495117188,0.038918837904930115,68.2859878540039
211.0,0.0277,64.9,229.70118713378906,0.038915712386369705,68.2391586303711
225.0,0.0294,67.1,226.1144256591797,0.03865906968712807,68.1778335571289
238.0,0.0328,67.4,224.92701721191406,0.038528263568878174,68.155029296875
199.0,0.0276,67.1,223.78541564941406,0.03842254355549812,68.12389373779297
171.0,0.0234,68.0,221.6041259765625,0.03828626871109009,68.08385467529297
234.0,0.0315,67.2,219.16030883789062,0.038128722459077835,68.0462417602539
216.0,0.0296,67.7,217.59559631347656,0.037992849946022034,68.01904296875
192.0,0.026299999999999997,68.0,214.52352905273438,0.03781834989786148,67.9781494140625
196.0,0.026299999999999997,66.7,213.33714294433594,0.03769175708293915,67.95327758789062
194.0,0.027000000000000003,67.4,211.1614227294922,0.03744933754205704,67.90381622314453
203.0,0.0274,67.0,208.5924835205078,0.03728571534156799,67.86412811279297
186.0,0.025,68.3,206.09422302246094,0.03708478435873985,67.82633209228516
165.0,0.0215,68.5,204.05372619628906,0.03690779581665993,67.79850006103516
193.0,0.0257,68.4,201.2023468017578,0.036619655787944794,67.74723052978516
184.0,0.0247,68.2,199.7650146484375,0.036483995616436005,67.71697235107422
164.0,0.0212,69.1,197.2188262939453,0.03632449731230736,67.6793212890625
182.0,0.0234,68.1,193.7589874267578,0.035992808640003204,67.6268539428711
189.0,0.0249,68.8,192.3155975341797,0.035841550678014755,67.60133361816406
163.0,0.0214,68.6,190.96165466308594,0.03573402762413025,67.58474731445312
179.0,0.024500000000000004,68.6,189.00244140625,0.03558601438999176,67.55972290039062
155.0,0.0201,67.9,187.05780029296875,0.03541496396064758,67.53409576416016
139.0,0.018,68.5,184.8631134033203,0.03526659309864044,67.51227569580078
151.0,0.0199,68.9,181.90699768066406,0.03505868464708328,67.4928207397461
127.0,0.018,67.3,179.18115234375,0.03485334664583206,67.47915649414062
165.0,0.0214,68.9,176.340087890625,0.03465242683887482,67.45924377441406
193.0,0.024400000000000005,69.1,174.19569396972656,0.03452415019273758,67.45758819580078
160.0,0.026000000000000002,64.9,173.4925537109375,0.03442871570587158,67.45796966552734
136.0,0.0176,66.4,171.5997314453125,0.03419726714491844,67.41297149658203
125.0,0.0165,68.5,168.00558471679688,0.03390161320567131,67.38809204101562
123.0,0.0162,68.2,165.66786193847656,0.033642955124378204,67.37584686279297
114.0,0.0139,67.3,162.63140869140625,0.03342798724770546,67.35709381103516
111.0,0.0139,69.3,159.0403289794922,0.03316280245780945,67.33475494384766
88.0,0.011099999999999999,68.7,155.63433837890625,0.032859787344932556,67.31944274902344
83.00000000000003,0.010000000000000005,67.9,153.4754180908203,0.03264414146542549,67.30938720703125
103.0,0.012900000000000002,69.2,149.41375732421875,0.03229779005050659,67.29164123535156
118.99999999999999,0.024400000000000005,60.8,146.5267791748047,0.03206535056233406,67.25965118408203
76.0,0.009500000000000001,65.7,142.96788024902344,0.03166818618774414,67.2275161743164
93.0,0.011499999999999996,65.5,139.68502807617188,0.03132477030158043,67.22921752929688
88.0,0.0104,67.4,136.91085815429688,0.031011026352643967,67.2158203125
80.0,0.009500000000000001,66.3,132.9083709716797,0.030608903616666794,67.19815063476562
70.0,0.0316,67.1,128.9896697998047,0.0302784014493227,67.21165466308594
66.0,0.008599999999999997,67.3,127.38694763183594,0.030110148712992668,67.1961898803711
58.99999999999997,0.0075,68.1,125.08592987060547,0.029825270175933838,67.18822479248047
66.0,0.008300000000000002,66.5,121.44263458251953,0.02942068874835968,67.20689392089844
82.0,0.010000000000000005,67.9,117.0010757446289,0.029049213975667953,67.21514129638672
51.0,0.006499999999999999,68.9,113.82585144042969,0.02873910404741764,67.20762634277344
49.0,0.0059000000000000025,68.2,111.21829223632812,0.028454111889004707,67.19972229003906
61.0,0.007199999999999998,67.1,108.67466735839844,0.02806999348104,67.20114135742188
61.0,0.007400000000000004,66.8,104.77525329589844,0.027687883004546165,67.18763732910156
51.0,0.006400000000000003,67.2,100.41717529296875,0.027257025241851807,67.17274475097656
41.0,0.0049999999999999975,68.9,96.05532836914062,0.02679111808538437,67.18319702148438
51.0,0.006499999999999999,68.3,93.6910400390625,0.026471223682165146,67.18563079833984
41.0,0.004900000000000002,66.3,91.90103149414062,0.026190809905529022,67.18803405761719
32.00000000000003,0.0040000000000000036,68.1,87.22549438476562,0.02566276676952839,67.1818618774414
33.0,0.003799999999999998,66.9,83.40228271484375,0.025243764743208885,67.17951965332031
47.0,0.006499999999999999,67.8,80.27268981933594,0.02490401640534401,67.17406463623047
43.0,0.005600000000000001,68.5,76.55717468261719,0.02446787990629673,67.15848541259766
36.0,0.004700000000000003,67.3,74.03697204589844,0.024134593084454536,67.14404296875
37.0,0.004299999999999998,66.9,71.69856262207031,0.023784475401043892,67.1551742553711
47.0,0.005999999999999998,67.5,67.68035888671875,0.02335827611386776,67.1515884399414
56.00000000000003,0.0063,67.1,64.64445495605469,0.02302388660609722,67.1423110961914
29.0,0.003599999999999999,67.9,61.59529113769531,0.022646082565188408,67.13670349121094
31.0,0.004200000000000002,67.8,58.5377197265625,0.022215062752366066,67.13763427734375
41.0,0.004900000000000002,66.7,55.94096374511719,0.0218283012509346,67.12702941894531
27.0,0.0034000000000000002,67.9,52.39094543457031,0.021382620558142662,67.11308288574219
31.0,0.0040000000000000036,68.6,48.89585876464844,0.02098989300429821,67.1075210571289
25.0,0.0032000000000000015,67.1,46.543701171875,0.020675452426075935,67.08683776855469
41.0,0.005199999999999996,68.6,43.76460266113281,0.020306887105107307,67.10133361816406
43.0,0.0051,67.6,40.611572265625,0.0199431162327528,67.07242584228516
21.99999999999997,0.002799999999999997,67.6,39.38362121582031,0.019664956256747246,67.07486724853516
29.0,0.003599999999999999,67.1,35.74388122558594,0.01918373815715313,67.06293487548828
24.0,0.002899999999999993,67.2,33.05342102050781,0.01880675181746483,67.0574722290039
34.00000000000003,0.0039000000000000007,67.5,30.486146926879883,0.018444053828716278,67.0600814819336
33.0,0.0040000000000000036,66.4,28.187135696411133,0.01811351627111435,67.049072265625
44.00000000000003,0.0051,67.0,25.68028450012207,0.01777498424053192,67.04886627197266
36.0,0.004799999999999992,68.4,22.52751350402832,0.017361005768179893,67.03787994384766
32.00000000000003,0.003799999999999998,68.5,19.962480545043945,0.01702621951699257,67.02085876464844
47.0,0.005400000000000002,67.3,18.63420295715332,0.016776517033576965,67.03602600097656
38.00000000000003,0.004799999999999992,68.0,16.982728958129883,0.016540519893169403,67.03376770019531
49.0,0.005699999999999997,67.8,15.45018196105957,0.016274860128760338,67.0238265991211
41.0,0.004799999999999992,68.8,14.517030715942383,0.016101393848657608,67.01642608642578
60.0,0.007300000000000001,69.3,13.263704299926758,0.015859996899962425,67.017578125
55.0,0.007100000000000002,69.3,14.991899490356445,0.01587941311299801,67.0207290649414
50.0,0.0212,60.1,18.107789993286133,0.016002099961042404,67.05001068115234
82.0,0.009600000000000001,62.6,17.600954055786133,0.015901245176792145,67.04730987548828
56.00000000000003,0.0068000000000000005,64.8,15.520586013793945,0.015734225511550903,67.03937530517578
80.0,0.009800000000000003,68.3,13.670808792114258,0.015527867712080479,67.0516586303711
88.0,0.0171,64.9,14.743059158325195,0.015632303431630135,67.03752899169922
85.99999999999997,0.0104,68.3,15.705385208129883,0.015726961195468903,67.02645111083984
70.0,0.008300000000000002,67.1,15.458925247192383,0.015660962089896202,67.03176879882812
105.00000000000003,0.012799999999999999,68.6,14.840059280395508,0.015612945891916752,67.0381851196289
99.0,0.0125,69.2,15.237062454223633,0.015692250803112984,67.03494262695312
122.00000000000001,0.015200000000000002,69.4,18.218568801879883,0.015919063240289688,67.04522705078125
144.0,0.0186,69.3,22.21531867980957,0.01622535102069378,67.06832122802734
158.0,0.0205,69.5,25.593202590942383,0.016433632001280785,67.09761810302734
158.0,0.0195,69.7,29.463457107543945,0.016696617007255554,67.12310028076172
208.0,0.028700000000000003,68.0,34.3021240234375,0.01713341288268566,67.14789581298828
177.0,0.0222,69.4,39.45219421386719,0.01757604256272316,67.13826751708984
144.0,0.0185,68.7,43.05511474609375,0.017975853756070137,67.15648651123047
202.0,0.0251,69.0,45.711822509765625,0.018278049305081367,67.17093658447266
181.0,0.0221,69.8,48.600372314453125,0.018585436046123505,67.17655181884766
200.0,0.0273,69.0,52.12834167480469,0.01903701014816761,67.19898223876953
243.0,0.029700000000000004,69.8,56.63166809082031,0.019517015665769577,67.211669921875
227.0,0.0288,70.5,61.76805114746094,0.020027898252010345,67.23241424560547
219.0,0.0296,69.1,67.31706237792969,0.020592598244547844,67.26355743408203
190.0,0.0247,70.4,72.04701232910156,0.021030357107520103,67.29817962646484
237.0,0.030100000000000002,70.4,75.46324157714844,0.021438034251332283,67.32979583740234
232.0,0.0303,70.0,80.77154541015625,0.02203870564699173,67.38782501220703
264.0,0.0353,69.7,86.85174560546875,0.022653061896562576,67.41999053955078
230.0,0.030600000000000002,69.6,92.66288757324219,0.02323140576481819,67.45671844482422
264.0,0.0339,70.0,97.03274536132812,0.02368752844631672,67.49493408203125
245.0,0.0325,69.5,101.71163940429688,0.024187367409467697,67.53936767578125
273.0,0.0355,70.6,106.56748962402344,0.024715015664696693,67.56256866455078
259.0,0.0402,68.5,112.16407775878906,0.025308959186077118,67.61314392089844
265.0,0.0361,68.9,116.54457092285156,0.025764139369130135,67.64066314697266
261.0,0.0347,70.3,120.91149139404297,0.026197319850325584,67.6686782836914
282.0,0.0383,70.2,125.4271011352539,0.02676583081483841,67.71237182617188
285.0,0.0385,70.2,130.0725555419922,0.027243666350841522,67.75418090820312
323.0,0.0417,71.2,134.90782165527344,0.027726534754037857,67.80427551269531
320.0,0.044000000000000004,70.1,140.89564514160156,0.02839219756424427,67.8592300415039
296.0,0.0399,70.1,147.16299438476562,0.028982801362872124,67.90730285644531
304.0,0.0423,69.2,152.5501708984375,0.029579371213912964,67.95702362060547
337.0,0.044000000000000004,70.5,158.16104125976562,0.030203305184841156,67.99411010742188
340.0,0.0459,70.9,164.09161376953125,0.030920056626200676,68.04879760742188
323.0,0.0433,69.6,169.56846618652344,0.03153813257813454,68.12091064453125
398.0,0.0567,67.6,174.50140380859375,0.0319828987121582,68.16700744628906
274.0,0.0353,68.4,180.9188232421875,0.03258419781923294,68.19584655761719
346.0,0.0476,67.7,185.07757568359375,0.03313363716006279,68.22486114501953
525.0,0.0812,65.3,190.41200256347656,0.03362864628434181,68.25877380371094
543.0,0.0794,64.2,197.6105499267578,0.03420732542872429,68.27481842041016
564.0,0.0864,62.4,204.8129425048828,0.034871336072683334,68.23187255859375
456.0,0.0673,62.5,212.64617919921875,0.035832587629556656,68.13382720947266
462.0,0.0733,60.7,218.93727111816406,0.036742959171533585,68.11314392089844
457.0,0.18200000000000005,47.5,224.9853973388672,0.03778234124183655,68.03341674804688
439.0,0.185,42.3,228.20907592773438,0.04459001123905182,66.86009216308594
354.0,0.149,39.3,236.54299926757812,0.050475381314754486,65.94730377197266
210.0,0.1361,38.4,244.38970947265625,0.0500347763299942,66.17504119873047
299.0,0.1322,35.2,248.3422393798828,0.04860023409128189,66.5971450805664
431.0,0.1629,35.400000000000006,251.27127075195312,0.049596380442380905,66.48416137695312
409.0,0.1819,34.2,255.3654022216797,0.05239148437976837,65.98538208007812
395.0,0.16409999999999997,34.0,261.9222412109375,0.05451015383005142,65.64177703857422
368.0,0.1487,34.0,268.0926513671875,0.05474195256829262,65.76004791259766
419.0,0.21920000000000006,33.5,273.06890869140625,0.05379742011427879,65.99514770507812
297.0,0.16490000000000002,34.7,274.6920166015625,0.05869550630450249,65.07513427734375
324.0,0.1481,34.7,280.6520690917969,0.054854221642017365,65.91473388671875
-2.842170943040401e-14,0.0,69.0,283.20660400390625,0.05448933318257332,66.01797485351562
374.0,0.1861,51.10000000000001,290.9598693847656,0.0534539557993412,66.27043151855469
379.0,0.1844,40.5,281.2242736816406,0.05966971442103386,64.89686584472656
382.0,0.199,39.1,285.61822509765625,0.06545482575893402,63.9150276184082
422.0,0.17960000000000004,36.0,299.6907653808594,0.06599414348602295,63.51522445678711
481.0,0.16830000000000006,36.2,308.3812561035156,0.06534270197153091,64.2322006225586
387.0,0.1292,36.2,307.6848449707031,0.06731157004833221,63.837772369384766
374.0,0.0614,46.8,313.0283508300781,0.06399302184581757,64.47621154785156
442.99999999999994,0.061,56.3,321.2620544433594,0.05752691626548767,65.39928436279297
343.0,0.0465,62.2,321.579345703125,0.05640779435634613,65.58393096923828
429.0,0.0625,62.9,320.8272705078125,0.055646397173404694,65.6974105834961
414.0,0.05890000000000001,64.6,320.85638427734375,0.05507196858525276,65.77114868164062
431.0,0.05850000000000001,65.0,321.94342041015625,0.05480212718248367,65.85847473144531
379.0,0.0517,66.1,323.0658874511719,0.05485975369811058,65.91281127929688
371.0,0.0519,65.9,323.5490417480469,0.05462219566106796,65.9500503540039
298.0,0.0402,67.0,324.472412109375,0.05451066792011261,65.98263549804688
428.0,0.0592,67.2,323.6785888671875,0.05441126972436905,66.00775146484375
356.0,0.0476,67.7,324.81695556640625,0.05450195074081421,66.03783416748047
385.0,0.0528,67.7,325.5164489746094,0.054604422301054,66.04315948486328
390.0,0.05439999999999999,67.2,326.6440734863281,0.05466524139046669,66.0484848022461
391.0,0.0609,64.8,327.625244140625,0.054723888635635376,66.04753112792969
337.0,0.0462,66.3,328.1161193847656,0.05482322350144386,66.03870391845703
338.0,0.0465,66.4,327.9176025390625,0.054910607635974884,66.03022003173828
387.0,0.0518,67.9,327.5022277832031,0.05493714660406113,66.0134048461914
331.0,0.0451,67.7,327.9519958496094,0.05498146638274193,66.00289916992188
320.0,0.0423,68.2,327.382568359375,0.055025868117809296,65.99988555908203
235.0,0.030600000000000002,68.4,327.3033142089844,0.05499650165438652,65.99887084960938
280.0,0.0386,67.8,325.30133056640625,0.05495656281709671,65.99618530273438
307.0,0.0403,68.4,323.85467529296875,0.05490585416555405,65.9937744140625
316.0,0.0424,68.2,322.7810363769531,0.05487034097313881,65.99357604980469
310.0,0.0419,68.1,322.3988952636719,0.054881636053323746,65.99951934814453
284.0,0.0385,68.6,320.88201904296875,0.054696712642908096,65.99691009521484
310.0,0.0403,69.1,319.61212158203125,0.05465133860707283,66.04188537597656
307.0,0.04,69.5,318.2919921875,0.05451292172074318,66.0886001586914
325.0,0.0433,69.4,315.8883056640625,0.054212335497140884,66.14423370361328
307.0,0.0404,69.6,313.6696472167969,0.05384703353047371,66.22343444824219
340.0,0.0455,69.0,311.1659240722656,0.05346693843603134,66.29071044921875
296.0,0.0399,68.2,308.9559326171875,0.053145308047533035,66.4030990600586
320.0,0.040999999999999995,69.7,306.2833557128906,0.052747879177331924,66.5257339477539
277.0,0.0374,68.7,304.6067810058594,0.052418436855077744,66.60275268554688
270.0,0.0357,68.6,302.8569641113281,0.0522756427526474,66.63920593261719
308.0,0.0404,69.0,298.92303466796875,0.05187832564115524,66.683837890625
304.0,0.0421,67.9,298.14971923828125,0.05187130346894264,66.81251525878906
283.0,0.0376,68.5,298.2084045410156,0.05178145319223404,66.86907958984375
319.0,0.0419,68.9,295.1959228515625,0.05173482000827789,66.88968658447266
229.0,0.0303,69.0,291.26739501953125,0.05087178573012352,67.02201843261719
267.0,0.0355,68.6,287.22503662109375,0.049861010164022446,67.26333618164062
313.0,0.0415,69.1,288.5166320800781,0.05008411407470703,67.50086975097656
262.0,0.0346,69.2,286.5574645996094,0.05053486302495003,67.52702331542969
315.0,0.0429,68.7,280.42193603515625,0.045997023582458496,67.7153091430664
271.0,0.0369,68.4,276.179931640625,0.04278631508350372,68.18122863769531
240.0,0.0319,68.0,276.9088439941406,0.04288977384567261,68.2658462524414
273.0,0.0365,67.6,273.18060302734375,0.04242204129695892,68.34212493896484
271.0,0.0371,67.0,270.1518249511719,0.04206385090947151,68.39232635498047
286.0,0.0395,66.9,267.68927001953125,0.04179276153445244,68.4497299194336
265.0,0.0354,67.3,264.4079895019531,0.0415673702955246,68.4854507446289
344.0,0.0454,68.4,260.3040771484375,0.04129423573613167,68.57069396972656
327.0,0.0438,68.0,257.708740234375,0.040961116552352905,68.6356430053711
311.0,0.0413,68.0,255.55909729003906,0.040730055421590805,68.67484283447266
342.0,0.045,68.7,254.5590362548828,0.04057891666889191,68.6891098022461
332.0,0.0435,68.7,255.14598083496094,0.04054684191942215,68.71511840820312
290.0,0.0385,68.2,254.68600463867188,0.040442150086164474,68.7362289428711
314.0,0.042,68.6,253.89419555664062,0.04030907526612282,68.7398452758789
202.0,0.0268,67.8,253.16822814941406,0.040198471397161484,68.74322509765625
